x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,dt12,dt23,dt34,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,bounces_before_hit,has_bounce_before_hit,intercept_valid,x0,y0,z0,vx0,vy0,vz0,gravity_z_mm_s2
323.5848074,2699.616386,-791.3515762,312.3879314,2655.585742,-816.0720727,309.3726003,2626.03673,-827.3780083,296.6052664,2582.933083,-840.4447376,0.018466509,0.015460541,0.015365577,-203.4283343,22.86062812,-861.2226052,-455.4688124,-2315.123685,-1277.776482,1.105707373,1,2,1,1,322.6381441,2696.828484,-800.6490547,-455.4688124,-2315.123685,-653.3589892,-9962.602778
4.002103652,2543.403984,-691.7312921,-17.30025461,2452.365308,-686.543178,-46.21624931,2373.980823,-688.1842657,-62.87887245,2288.851871,-684.3879549,0.016860105,0.014762969,0.018086488,-634.449137,209.3274846,-820.4184989,-1394.944801,-5067.665526,1658.126947,0.410290438,1,1,1,1,7.225471316,2540.453627,-682.9219663,-1394.944801,-5067.665526,126.1781288,-9940.548558
-281.0558624,2618.294362,-1008.380501,-267.6846689,2547.361264,-1013.568456,-254.6796462,2477.317006,-1018.953917,-250.7543596,2409.973665,-1013.04799,0.013503201,0.016366007,0.014044167,180.8045584,-369.3473003,-1018.549164,728.3553569,-4701.666367,368.7410398,0.591086624,1,2,1,1,-281.7010932,2616.210843,-1011.597283,728.3553569,-4701.666367,-0.910907729,-9840.812929
-258.7375176,2485.995832,-1065.542642,-264.9196442,2426.566822,-1090.366582,-254.0083147,2352.446087,-1118.9373,-249.8397265,2296.308586,-1140.906337,0.01635455,0.017382825,0.010016194,-83.15856037,-22.29222879,-937.496075,287.4100243,-3947.935823,725.7337668,0.591246431,1,2,1,1,-265.6639258,2484.647019,-1066.67675,287.4100243,-3947.935823,-1744.507239,-9736.198179
-91.41984939,2739.225555,-495.7994652,-89.42608376,2696.096015,-512.0642605,-93.51634448,2668.588564,-516.1041974,-82.23885078,2631.472194,-540.7203992,0.01805566,0.014237488,0.013606398,184.0280101,231.9342221,-811.8504066,236.4053112,-2129.977154,2481.67556,1.129100454,1,2,1,1,-93.74823051,2734.657378,-502.7007477,236.4053112,-2129.977154,-471.1561323,-9603.421312
571.4103777,2636.409529,-1005.972006,557.5983851,2573.17657,-1047.720988,537.5235668,2501.938116,-1103.735664,527.5365706,2403.393681,-1159.456368,0.013745906,0.01835795,0.018194682,-90.22584966,-4.899666025,-823.4588375,-1110.699605,-4447.095515,-2114.414793,0.544701462,1,1,1,1,570.640415,2641.122165,-1003.189343,-1110.699605,-4447.095515,-2834.913035,-9918.717658
-243.4341108,2481.14059,-955.8032613,-211.7804035,2339.281906,-968.808653,-195.153374,2208.39428,-975.316251,-174.0161438,2055.489728,-991.4191061,0.018030885,0.012882599,0.014705688,159.0548206,2.645724578,-1006.581337,1486.3015,-9166.187323,944.3842968,0.224380827,1,1,1,1,-242.2465843,2477.516302,-964.3740658,1486.3015,-9166.187323,-307.4225073,-9450.776277
607.5913103,2716.674104,-757.927023,614.3068691,2684.42693,-776.9620539,593.7384223,2647.576529,-771.9522061,602.5167691,2612.22952,-792.262889,0.014892484,0.016778572,0.013770687,233.4275414,-57.58100744,-845.760303,-312.9678376,-2291.274211,-1358.574678,1.169558257,1,2,1,1,613.6834641,2726.317159,-762.7112571,-312.9678376,-2291.274211,-412.15959,-10091.19669
476.0256444,2706.037253,-769.0797071,456.6209869,2645.52649,-808.7021327,441.8467046,2581.920848,-841.0088421,427.9617395,2521.693005,-894.8781903,0.017405965,0.010996111,0.017377222,-360.3732074,-283.6819107,-812.4839368,-1067.597839,-3832.418674,-2744.602518,0.734220703,1,1,1,1,472.3531074,2705.604655,-761.9813658,-1067.597839,-3832.418674,-2555.691308,-9919.191861
712.2986107,2741.671886,-893.7027845,695.4438439,2700.419999,-978.6249887,673.1145155,2650.907087,-1046.20138,647.3240821,2620.336878,-1115.348376,0.014586184,0.01668147,0.013776716,-596.1453643,81.28544722,-809.9421158,-1329.871578,-2704.657845,-4223.086101,0.93995563,1,1,1,1,713.77814,2745.373424,-898.4162053,-1329.871578,-2704.657845,-4424.80913,-9856.19497
215.4083186,2683.793984,-587.4163691,206.1783497,2628.937879,-592.0021319,206.9836051,2590.721702,-595.3416599,195.9706716,2539.383909,-598.5874284,0.016954529,0.01606188,0.013163704,-220.2642119,-5.199661954,-856.6104687,-504.6039604,-3059.990897,-2361.411039,0.833819887,1,1,1,1,223.7872733,2687.592328,-586.1908111,-504.6039604,-3059.990897,-135.4733513,-10277.46657
-229.8601631,2467.602979,-1003.761291,-222.4927991,2319.153316,-1038.971531,-225.6019754,2200.57833,-1068.74947,-226.6637417,2086.432444,-1102.766494,0.021690862,0.016527801,0.014873039,-246.1816345,12.12454319,-874.1549224,-68.20924379,-7530.032341,-165.6124944,0.271908298,1,1,1,1,-224.0136302,2459.385054,-1010.303435,-68.20924379,-7530.032341,-1645.394052,-9841.022964
262.0808749,2484.417682,-996.6233598,228.8759951,2362.488515,-988.6968631,192.9120994,2246.984569,-970.4517279,163.425738,2122.9351,-973.6019154,0.015483827,0.014480506,0.017233543,-487.7749246,-159.2057649,-1016.320448,-2113.722767,-7456.376528,995.1758848,0.307802124,1,1,1,1,262.5966576,2487.807903,-989.4572433,-2113.722767,-7456.376528,679.14318,-9860.072872
