x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,dt12,dt23,dt34,x_hit,y_hit,z_hit,vx_hit,vy_hit,vz_hit,t_hit,is_reachable,bounces_before_hit,has_bounce_before_hit,intercept_valid,x0,y0,z0,vx0,vy0,vz0,gravity_z_mm_s2
-132.05869931599776,3057.523708094394,-662.1790312152802,-82.46669344268099,3017.41841048318,-648.2707523639058,-38.89751385275446,2985.5908512313868,-646.3776392895842,9.038969012566056,2953.589746427271,-639.9144483858897,0.018348701019654697,0.016475822035476016,0.016492348191166267,1371.2753595830688,1931.1117707241865,-753.0093730034232,2680.6404912677767,-2009.0455806439677,1488.570756504259,0.5086831287537034,0.0,1.0,1.0,1.0,-129.88331552688885,3056.177295884797,-662.5823796584452,2680.6404912677767,-2009.0455806439677,660.741772413986,-9839.89274552391
-584.587732122205,2810.2328585362266,-845.1978424134891,-542.602798805106,2732.367571010083,-848.2920263268045,-510.289649054809,2670.9956538127135,-867.2927929039951,-474.97836413811945,2602.047474774585,-872.084339395613,0.01588783741680549,0.013156571418818395,0.014070740567042765,672.1228751380345,339.5033414000186,-849.512709754466,2408.539439240203,-4752.413176321625,-556.7283667122925,0.4768848505973337,0.0,1.0,1.0,1.0,-580.3176332668713,2810.7581930872634,-844.7336567893685,2408.539439240203,-4752.413176321625,-466.4331250546912,-9727.580649609976
-463.9237394354716,2323.6867816016984,-686.9727761563429,-431.63313936714565,2241.0340885232617,-722.5126703818057,-391.6010232969775,2137.9851847557443,-760.8195774765367,-346.33624231317,2047.7038451451604,-798.5782591860262,0.013077947055356733,0.016917291242487264,0.015899056757935907,430.63157508933455,258.95786572707084,-618.0396249042255,2594.7559551959166,-5978.8812155641135,1892.7967670437029,0.2991057049442203,0.0,1.0,1.0,1.0,-464.55922945325733,2321.6718850966886,-687.3984396911735,2594.7559551959166,-5978.8812155641135,-2220.6416623012196,-9719.801730743242
-405.9134836433441,2690.671817330368,-1028.3829999520626,-382.6588406341742,2624.862651614798,-1058.5800839742733,-343.7938609621381,2548.740155756869,-1092.3449460401807,-318.80718908418,2483.2295629451382,-1116.5496337486734,0.014622100477237018,0.014538710732025964,0.01340686278687478,653.0113712384608,304.645199671082,-927.2295090882247,2266.709670038989,-5081.574978624226,-1466.3263719161034,0.42743232600386255,0.0,1.0,1.0,1.0,-412.34217367986344,2692.9854396244646,-1026.9990519425378,2266.709670038989,-5081.574978624226,-2018.4327345194183,-9640.549866484831
-1020.4861654353195,3015.6071299670707,-522.9435366477717,-979.3167282829719,2991.877752642024,-539.8526883167752,-935.6037396083625,2959.712613921392,-565.538510934555,-899.3115843638478,2934.6196420939373,-595.0191145251785,0.014048792530831623,0.017036749605516557,0.013835915088375606,1211.472546160206,1626.3243875966937,-644.1208442928871,2652.436757636312,-1652.2084688761838,-2041.0771102737294,0.7950785427752769,0.0,1.0,1.0,1.0,-1016.5743302542978,3014.179501452665,-523.4274597121633,2652.436757636312,-1652.2084688761838,-1346.4540837198972,-9749.953304012233
-861.28366887282,2911.247310715841,-962.8028760701337,-848.3572433325787,2830.9339326259346,-979.0281723235786,-838.9849156402744,2761.094028180507,-983.3871259251745,-831.2842577663748,2694.580317866923,-986.1748536794262,0.01745105837367313,0.01464738878840615,0.014319297170350131,-410.13302751155607,-105.08993242429821,-1019.9228919067531,700.1942679964717,-4675.839421981456,1053.780141591415,0.5985822556675711,1.0,2.0,1.0,1.0,-861.7583303692801,2910.8264947537336,-967.0176388539948,700.1942679964717,-4675.839421981456,-248.9315979219105,-9918.526922456875
-456.8750799098092,3140.7619262908174,-1137.9714426875044,-423.7550657759632,3103.6525114768515,-1099.159610215583,-395.6211415701193,3071.9791680507146,-1039.292595395867,-370.1120943979394,3047.4945677607507,-983.1018689453872,0.018020018361865325,0.017715375624797393,0.013979130646359542,1191.4862209430219,1263.2219792832257,-731.5369216655873,1778.6897176417933,-2031.3826798080015,2693.3882106156766,0.8752854753669784,0.0,2.0,1.0,1.0,-453.8017678756331,3142.250958105635,-1133.3383560296206,1778.6897176417933,-2031.3826798080015,-3904.334145824171,-9941.198754340132
895.5914698422184,2154.8995063502584,-946.2387744869676,833.9818962236172,2082.966434462532,-1031.8674284907595,766.2656346086427,2018.4213005673591,-1101.381472704484,712.8917257810076,1944.344979143981,-1126.0513947655957,0.01623125364191763,0.01506249374302894,0.014515710929689785,-380.8702532559473,723.6499922342471,-131.6546008534234,-3985.726585286812,-4473.566397880059,2293.950955205668,0.27419054168536383,0.0,1.0,1.0,1.0,894.5622540358318,2155.1912395558616,-951.4359423634451,-3985.726585286812,-4473.566397880059,-4615.987856454871,-9785.93824331308
760.0094242203421,2546.334425829267,-875.6950501707711,716.6162765823719,2473.4202378317596,-918.9753891456598,675.3838850801637,2395.3062107237256,-962.7421113464345,627.6558899216092,2325.8941631608936,-1012.0387250469151,0.015366850833589008,0.014092542088808648,0.013745912925238704,-543.6346578906797,328.3733247719614,-511.46829780893955,-2896.612142558033,-4918.368556665811,-28.087579124002275,0.4067946941523639,0.0,1.0,1.0,1.0,759.8408062604349,2541.639175271571,-881.1773527297526,-2896.612142558033,-4918.368556665811,-2695.5577731566773,-9824.966382437253
980.4257016952948,2975.0677644400603,-736.3150717210664,960.9248417338127,2913.713801447436,-781.5252122242081,943.7934247275111,2858.0510258829772,-841.6560009266778,929.2182910386186,2797.881464863551,-893.7589005417638,0.016092711255765137,0.01617036776144765,0.014300745600461781,129.2094294941027,-253.09371748086437,-574.9300933017977,-1037.9277215493141,-3968.3964986398587,-2628.245744756157,0.768436175382326,0.0,1.0,1.0,1.0,975.1205225567958,2981.149428910626,-735.1625968735522,-1037.9277215493141,-3968.3964986398587,-3170.1548182464653,-9803.431893738687
