time_s,kf_x,kf_y,kf_z
0.000000,38.57,2566.91,-871.62
0.029699,88.63,2463.45,-894.30
0.052275,88.86,2389.30,-946.73
0.075109,115.43,2288.60,-1007.28
0.097059,116.51,2206.79,-1041.78
0.118408,119.77,2127.76,-1038.62
0.142064,130.55,2047.86,-1019.67
0.163194,45.37,1995.32,-1009.88
0.192699,-9.95,1917.79,-996.04
0.213414,-15.05,1850.07,-967.26
0.240068,-21.81,1769.40,-945.70
0.260772,-16.46,1701.84,-921.87
0.281969,-6.33,1631.57,-902.05
0.305577,-3.06,1552.90,-889.26
0.327325,8.52,1480.32,-877.83
0.361633,92.94,1368.03,-869.87
0.385915,166.13,1294.33,-858.03
0.406594,214.41,1230.47,-851.27
0.429136,258.54,1164.00,-852.28
0.450105,293.59,1102.52,-857.32
0.471206,320.64,1040.67,-868.13
0.493272,344.06,977.36,-885.25
0.514664,363.70,916.94,-906.21
0.540976,383.54,847.01,-939.20
0.561520,349.05,762.87,-982.41
0.593261,319.92,654.53,-1051.77
0.614389,299.01,584.00,-1100.16
0.641379,285.84,502.14,-1166.01
0.663634,280.39,441.50,-1207.75
0.685398,277.29,385.74,-1233.73
0.707064,289.35,366.22,-1010.83
