time_s,kf_x,kf_y,kf_z
0.000000,106.31,2464.06,-559.67
0.022998,123.21,2385.71,-582.88
0.070061,112.53,2229.36,-701.23
0.094245,102.14,2152.75,-780.19
0.148334,102.14,2152.75,-780.19
0.173915,102.14,2152.75,-780.19
0.196925,102.14,2152.75,-780.19
0.220526,-120.72,1829.29,-1082.48
0.241063,19.00,1732.22,-1022.65
0.269711,39.21,1673.02,-929.04
0.292151,39.53,1629.14,-853.44
0.313950,39.74,1581.33,-793.81
0.340015,25.41,1529.78,-741.30
0.362673,21.73,1485.67,-702.82
0.383640,21.73,1485.67,-702.82
0.414789,21.73,1485.67,-702.82
0.437395,21.73,1485.67,-702.82
0.460364,21.73,1485.67,-702.82
0.481620,21.73,1485.67,-702.82
0.504253,-158.45,1178.15,-612.34
0.524928,-37.42,1135.51,-612.08
0.557389,-17.14,1088.46,-619.61
0.579567,-14.28,1048.92,-631.03
0.605837,-10.48,1006.36,-650.42
0.629116,-21.12,963.40,-674.56
0.651179,-28.84,922.97,-702.11
0.673761,-28.84,922.97,-702.11
0.702408,-28.84,922.97,-702.11
0.728328,-28.84,922.97,-702.11
0.751240,-53.50,727.82,-902.92
0.781802,-55.67,679.37,-972.62
0.805213,-58.59,642.64,-1031.31
0.857416,-59.33,566.95,-1166.96
0.881856,-59.33,566.95,-1166.96
0.904681,-59.33,566.95,-1166.96
0.928041,-52.78,466.62,-915.25
0.959680,-67.84,433.61,-901.48
0.982160,-81.32,400.58,-876.71
1.006005,-81.78,369.36,-848.32
1.028363,-79.49,341.59,-822.96
1.051272,-76.61,314.66,-801.96
1.073292,-123.11,251.62,-792.10
1.156367,-123.11,251.62,-792.10
1.182221,-123.11,251.62,-792.10
1.207065,-427.02,283.46,-875.27
1.265101,-555.30,419.30,-965.11
1.297196,-621.06,464.99,-1035.68
1.321092,-666.39,506.58,-1092.76
1.342618,-666.39,506.58,-1092.76
1.366699,-666.39,506.58,-1092.76
1.390714,-666.39,506.58,-1092.76
1.415142,-639.69,716.37,-1011.27
1.469578,-855.18,745.91,-978.02
1.491504,-911.38,764.95,-953.52
1.603190,-1087.59,895.16,-913.73
1.625227,-1097.86,927.14,-911.74
1.647987,-1122.21,955.00,-921.07
1.670569,-1156.66,979.37,-937.08
1.693846,-1194.22,1003.37,-958.83
1.808591,-1194.22,1003.37,-958.83
1.838718,-1245.27,1160.11,-1176.30
1.860718,-1270.03,1175.70,-1199.33
1.882515,-1286.76,1193.41,-1249.63
