time_s,corr_x,corr_y,corr_z
0.000000,230.52,2352.89,-765.87
0.023758,224.37,2279.11,-838.53
0.051007,240.21,2200.28,-906.30
0.078301,249.25,2125.13,-977.80
0.104953,225.17,2063.98,-1072.77
0.131617,228.11,1992.85,-1148.09
0.155378,238.04,1896.50,-1011.67
0.181781,238.77,1851.21,-948.16
0.207842,238.92,1807.53,-890.66
0.229954,250.86,1760.18,-836.34
0.252530,250.09,1717.54,-791.07
0.275325,241.96,1673.23,-750.48
0.297803,244.31,1631.54,-717.17
0.319475,257.20,1586.01,-684.39
0.342447,261.03,1543.07,-660.00
0.366513,267.04,1498.82,-639.50
0.398196,253.14,1453.97,-627.81
0.419551,256.01,1369.67,-617.05
0.449680,268.41,1329.38,-616.32
0.475245,278.90,1290.92,-620.61
0.499458,269.16,1245.86,-632.83
0.523912,284.54,1210.07,-646.02
0.547959,281.13,1167.27,-669.31
0.571958,286.29,1128.44,-692.07
0.629387,286.88,1010.18,-800.25
0.652540,289.52,974.64,-840.78
0.675271,292.43,938.18,-889.14
0.699596,291.38,901.74,-941.50
0.721648,299.18,866.29,-998.12
0.744957,300.36,832.27,-1059.42
0.769058,302.16,799.70,-1123.31
0.794692,307.34,768.71,-1124.98
0.819773,312.63,738.75,-1070.83
0.844127,315.03,707.36,-1014.34
0.868459,312.70,642.88,-932.88
0.892042,328.67,618.65,-892.08
0.915377,326.33,586.39,-866.72
0.938586,328.70,555.58,-838.25
