time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.033781,1089.26,-2388.39,-847.21
0.057535,945.86,-3644.11,-1728.33
0.084541,1045.83,-4159.50,-2348.86
0.204115,1045.83,-4159.50,-2348.86
0.225897,0.00,0.00,0.00
0.257454,355.89,-1058.29,341.16
0.279822,332.35,-1890.51,829.86
0.305158,198.32,-2184.65,1009.08
0.327587,217.74,-2317.63,1038.16
0.350130,1370.23,-2502.47,1163.01
0.379865,1539.54,-2421.35,985.21
0.403057,913.71,-2598.22,754.89
0.435294,538.33,-2570.25,410.62
0.457995,313.81,-2551.52,164.14
0.484934,240.89,-2485.48,-112.95
0.517727,540.27,-2313.42,-412.67
0.546055,684.39,-2171.15,-675.21
0.571064,447.15,-2275.42,-954.52
0.595212,332.34,-2306.88,-1210.74
0.619686,280.79,-2293.94,-1458.04
0.642881,448.10,-2207.12,-1687.39
