time_s,kf_x,kf_y,kf_z
0.000000,355.35,2291.91,-731.73
0.132752,370.82,1853.27,-1079.65
0.154843,373.27,1804.47,-1051.89
0.189083,377.78,1746.58,-983.40
0.213914,381.48,1657.92,-890.17
0.243422,389.36,1585.66,-814.43
0.268744,393.57,1530.04,-761.43
0.290463,393.57,1530.04,-761.43
0.321349,393.57,1530.04,-761.43
0.342176,307.04,1353.35,-665.06
0.370880,284.62,1292.20,-640.82
0.393509,270.10,1240.30,-627.27
0.414739,266.91,1190.70,-618.07
0.440912,266.91,1190.70,-618.07
0.470292,266.91,1190.70,-618.07
0.494401,266.91,1190.70,-618.07
0.526815,274.22,930.35,-645.68
0.549383,274.22,930.35,-645.68
0.578284,274.22,930.35,-645.68
0.599661,274.22,930.35,-645.68
0.621665,274.22,930.35,-645.68
0.644399,405.96,702.76,-796.49
0.665924,438.06,667.60,-833.95
0.691040,457.71,622.49,-884.26
0.712548,466.95,581.73,-934.12
0.906524,136.40,464.50,-73.60
