time_s,raw_x,raw_y,raw_z
0.000000,-54.77,2600.84,-1104.60
0.023776,-43.65,2580.81,-1100.31
0.046401,-53.13,2574.31,-1103.90
0.071489,-42.53,2556.46,-1098.91
0.093489,-45.17,2547.47,-1100.10
0.116418,-45.70,2535.03,-1100.95
0.139779,-44.00,2521.91,-1100.12
0.162382,-44.49,2511.83,-1100.57
0.183717,-6.53,2470.72,-1084.99
0.216979,-4.94,2458.08,-1084.96
0.238649,-42.70,2464.50,-1100.04
0.265644,-43.30,2452.67,-1101.29
0.318337,-33.93,2424.98,-1098.87
0.341476,-42.13,2416.99,-1103.51
0.367445,-8.99,2381.97,-1090.77
0.416982,-39.08,2372.10,-1101.40
0.451631,-43.38,2362.12,-1104.34
0.474165,-8.36,2327.81,-1090.92
0.503463,-42.54,2329.66,-1103.64
0.527975,-43.09,2319.38,-1103.83
0.552415,-36.75,2305.13,-1101.56
0.576100,-33.97,2292.90,-1099.78
0.597138,-37.70,2283.00,-1100.75
0.621068,-36.18,2271.81,-1100.70
0.643389,-34.26,2260.31,-1100.52
0.665622,-24.33,2245.66,-1097.37
0.688086,-37.48,2241.19,-1102.35
0.712111,-27.52,2225.13,-1098.29
0.735462,-22.52,2212.25,-1096.65
0.759738,-34.13,2207.14,-1099.74
0.784741,-29.57,2195.46,-1098.76
0.807903,-31.83,2184.75,-1100.15
0.829921,-27.99,2173.24,-1100.04
0.853954,-24.90,2161.36,-1097.88
0.876065,3.68,2132.37,-1085.45
0.907742,-25.36,2129.66,-1097.15
0.932854,-33.48,2122.67,-1101.16
0.955864,-33.50,2111.77,-1100.01
0.977853,-24.56,2099.80,-1097.38
0.999801,-21.31,2088.34,-1097.40
1.023213,-26.51,2081.93,-1097.72
1.046857,-22.96,2069.05,-1096.13
1.070550,-21.69,2058.99,-1094.20
1.098665,-22.58,2048.28,-1096.20
1.124906,-61.93,2047.17,-1111.21
1.155278,-27.67,2018.73,-1097.86
1.179097,-25.14,2009.07,-1097.89
1.203020,-18.80,1997.55,-1095.46
1.228291,-27.70,1991.06,-1099.01
1.253942,-24.05,1980.04,-1097.13
1.278245,5.21,1956.69,-1086.07
1.307773,-21.29,1950.23,-1096.37
1.331928,-27.70,1943.07,-1098.64
1.356289,-20.58,1931.60,-1095.01
1.380966,-29.30,1924.55,-1098.55
1.406686,-29.95,1913.53,-1099.14
1.432146,-26.66,1903.75,-1098.38
1.456270,-29.33,1895.10,-1100.37
1.480612,-25.12,1885.21,-1099.87
1.504807,1.21,1864.60,-1089.11
1.530515,-20.90,1857.88,-1097.49
1.554568,-23.45,1849.63,-1098.58
1.578014,-27.97,1840.64,-1099.09
1.602107,-19.58,1829.30,-1096.17
1.626585,-15.40,1819.01,-1094.18
1.651645,-18.70,1810.02,-1095.14
1.675848,10.44,1791.32,-1084.00
1.706963,-18.63,1784.20,-1096.50
1.730267,-14.31,1775.15,-1093.85
1.755329,-18.40,1767.05,-1095.79
1.780541,-14.08,1757.63,-1094.53
1.804524,-16.34,1749.68,-1095.59
1.827970,-15.21,1741.07,-1094.95
1.853300,-19.50,1732.97,-1095.77
1.877921,-10.86,1723.32,-1092.79
1.904814,10.80,1706.81,-1084.68
1.930070,-12.25,1697.70,-1093.58
1.954260,-14.47,1690.01,-1094.14
1.976836,-19.66,1681.64,-1096.73
2.000058,-19.83,1674.68,-1097.05
2.022464,-15.34,1666.30,-1095.34
2.045097,-15.46,1658.01,-1095.09
2.067543,-15.76,1650.24,-1094.96
2.090128,-12.02,1641.66,-1093.79
2.113080,-14.01,1633.56,-1094.68
2.137726,-16.36,1625.49,-1095.64
