time_s,raw_x,raw_y,raw_z
0.000000,406.96,2281.53,-879.18
0.068154,428.68,2068.66,-1120.43
0.143547,548.97,1864.73,-846.10
0.165692,545.54,1825.07,-789.69
0.190643,552.90,1782.65,-740.02
0.212816,559.74,1740.04,-693.14
0.234711,557.04,1701.91,-655.80
0.255809,470.24,1663.00,-623.74
0.284788,477.29,1618.54,-591.60
0.309357,480.06,1574.02,-569.86
0.334265,478.94,1534.78,-552.63
0.356445,486.64,1491.80,-541.62
0.376511,492.19,1451.71,-533.35
0.397183,569.89,1390.42,-525.91
0.429865,581.44,1355.71,-530.46
0.451406,563.70,1312.37,-545.04
0.477841,578.48,1279.65,-555.71
0.501523,582.25,1242.51,-575.95
0.524243,576.45,1205.93,-599.52
0.546225,510.32,1136.21,-661.18
0.576045,509.82,1098.09,-701.54
0.605804,513.47,1062.42,-741.06
0.656532,581.86,997.06,-846.07
0.702617,534.34,895.62,-1015.96
0.776918,527.54,801.93,-1029.67
0.799005,591.09,794.52,-927.95
0.830082,594.88,770.30,-881.57
0.854243,594.64,744.24,-842.27
0.881657,605.04,722.65,-807.27
0.907260,591.79,689.77,-784.20
0.929888,533.97,617.30,-771.71
0.959569,512.51,586.64,-765.18
1.389639,-338.40,94.65,-13.26
