time_s,kf_x,kf_y,kf_z
0.000000,180.77,2402.79,-660.62
0.070492,180.77,2402.79,-660.62
0.103263,180.77,2402.79,-660.62
0.170158,2.20,1904.79,-952.68
0.213818,14.19,1788.76,-870.60
0.234141,1.21,1732.54,-798.81
0.260384,108.68,1635.35,-705.15
0.290085,168.10,1558.17,-632.95
0.310663,186.63,1507.72,-591.23
0.337767,193.73,1447.62,-551.94
0.359609,200.99,1401.20,-527.18
0.381362,200.30,1352.08,-508.70
0.402638,205.58,1305.83,-495.09
0.428128,198.07,1248.87,-485.54
0.452751,189.03,1198.06,-483.67
0.479104,138.48,1128.87,-490.45
0.550101,81.21,1010.19,-522.57
0.571015,54.15,944.83,-553.76
0.592232,39.37,884.97,-587.49
0.613854,30.73,829.74,-624.45
0.634163,26.87,778.54,-663.84
0.661240,65.58,727.93,-718.13
0.689706,93.10,677.46,-781.03
0.709867,112.55,643.73,-830.47
0.757960,142.64,562.75,-958.75
0.779391,154.35,531.96,-1020.52
0.804506,165.56,495.54,-1095.12
0.831328,180.07,462.66,-1148.88
0.852979,185.21,434.05,-1168.54
0.875036,70.75,329.41,-914.90
0.902176,72.70,297.85,-893.32
0.923275,59.63,258.44,-858.75
0.948999,57.70,218.64,-816.83
0.971310,57.70,218.64,-816.83
1.033714,57.70,218.64,-816.83
1.158049,-6.38,168.67,-805.20
1.178288,-18.56,208.79,-823.03
1.202136,-18.96,259.91,-862.96
1.223352,-16.38,316.17,-917.04
1.250553,-54.16,352.61,-988.54
1.300873,4.72,494.26,-1082.49
1.322376,18.46,539.26,-1081.22
1.349953,21.60,582.03,-1072.55
1.373272,-4.98,579.36,-926.40
1.394397,-86.22,580.83,-913.04
1.425882,-117.85,598.87,-882.84
1.446779,-124.79,623.22,-854.91
1.468098,-142.16,644.69,-834.58
1.490694,-156.36,669.37,-815.79
1.510951,-168.86,691.87,-802.59
1.536805,-185.54,717.66,-794.44
1.558193,-193.13,740.96,-791.06
1.671431,-173.29,889.12,-855.25
1.702260,-165.47,923.65,-884.39
1.724340,-153.38,947.54,-909.43
1.749654,-157.94,971.59,-947.79
1.772815,-162.85,993.50,-987.95
1.793884,-203.37,1010.57,-1045.30
1.826257,-231.25,1036.70,-1121.35
1.849660,-251.85,1052.37,-1151.40
1.870997,-268.85,1066.10,-1163.88
1.893749,-285.61,1068.99,-972.41
1.916219,-293.63,1083.08,-960.01
1.939510,-302.86,1098.78,-936.06
1.962096,-313.43,1113.06,-911.52
1.984164,-313.29,1128.89,-888.85
2.005790,-316.59,1144.90,-873.76
2.050710,-330.63,1175.16,-862.09
2.102375,-312.05,1215.49,-867.09
2.124757,-293.17,1234.83,-873.05
2.150486,-295.17,1252.45,-890.18
2.172420,-304.04,1266.67,-911.50
2.199749,-308.85,1282.36,-941.31
2.221685,-315.94,1295.40,-971.11
2.243448,-339.38,1309.98,-1015.18
2.265714,-362.33,1324.39,-1064.90
2.290753,-373.08,1339.70,-1113.54
2.312559,-382.43,1353.67,-1141.01
2.338392,-390.28,1368.87,-1164.51
2.360839,-416.20,1380.06,-995.83
2.383915,-426.26,1393.88,-986.99
2.405517,-423.31,1408.44,-969.56
2.426778,-428.92,1423.25,-952.45
2.450118,-432.80,1438.45,-938.64
2.471138,-422.82,1458.49,-927.57
2.500452,-407.55,1475.82,-922.47
2.521190,-399.52,1487.96,-924.38
2.549088,-395.44,1501.97,-934.49
2.570748,-394.65,1513.90,-947.63
2.591831,-393.60,1525.32,-965.06
2.614379,-396.51,1538.28,-989.10
2.635509,-399.71,1550.58,-1017.32
2.660885,-425.38,1568.56,-1065.00
2.688918,-443.46,1586.78,-1111.94
2.709549,-458.85,1599.88,-1139.04
2.737611,-478.23,1617.04,-1175.41
2.758764,-487.64,1629.98,-1195.21
2.779374,-498.23,1642.76,-1214.23
2.801586,-506.76,1655.03,-1234.80
2.822402,-513.48,1667.05,-1250.18
2.851401,-521.69,1682.59,-1280.01
2.872940,-508.13,1694.51,-1288.52
2.901443,-494.17,1709.00,-1309.20
2.923496,-489.38,1720.99,-1314.10
2.948534,-487.01,1734.62,-1325.57
2.970607,-493.97,1747.02,-1331.27
2.990778,-495.50,1757.91,-1330.69
3.013790,-495.25,1770.52,-1336.94
3.034113,-496.79,1781.82,-1337.63
3.060363,-517.10,1800.52,-1353.11
3.089294,-528.65,1817.51,-1368.81
3.109832,-543.57,1830.30,-1365.13
3.137705,-557.47,1845.91,-1376.15
3.158468,-569.25,1858.51,-1370.50
3.179127,-584.04,1872.14,-1367.23
3.201380,-586.41,1884.14,-1366.09
3.221932,-591.21,1896.69,-1362.33
3.249198,-602.84,1912.61,-1373.68
3.269242,-591.67,1921.82,-1364.55
3.301274,-583.42,1936.85,-1378.63
3.322164,-575.05,1945.39,-1368.11
3.350464,-572.18,1957.88,-1372.77
3.373916,-569.88,1967.76,-1366.73
3.396610,-584.93,1983.92,-1363.06
3.427165,-599.09,2001.59,-1374.06
3.449779,-612.10,2015.26,-1367.71
3.472334,-623.78,2029.19,-1363.91
3.493138,-634.60,2041.81,-1358.00
3.514895,-645.77,2055.34,-1355.45
3.539591,-654.21,2069.29,-1357.32
3.561586,-664.17,2082.97,-1354.68
3.583627,-667.85,2094.64,-1352.18
3.605340,-674.18,2107.23,-1350.53
3.627244,-678.02,2119.47,-1349.76
3.651243,-682.96,2132.59,-1352.85
3.672442,-668.99,2140.30,-1347.00
3.702107,-662.12,2152.87,-1357.37
3.723644,-661.47,2162.92,-1352.05
3.749565,-654.96,2172.45,-1354.60
3.771913,-651.80,2181.44,-1349.46
3.793698,-656.14,2192.17,-1345.60
3.816814,-659.21,2202.98,-1345.00
3.838914,-661.84,2213.82,-1341.57
3.861613,-683.26,2232.31,-1342.91
3.889772,-704.20,2251.84,-1354.38
3.911162,-713.17,2264.34,-1349.67
3.937949,-721.59,2277.44,-1354.43
3.959590,-736.26,2291.47,-1350.22
