time_s,corr_x,corr_y,corr_z
0.000000,355.35,2291.91,-731.73
0.132752,370.82,1853.27,-1079.65
0.154843,373.61,1797.82,-1009.81
0.189083,378.18,1743.06,-946.35
0.213914,381.83,1637.98,-837.56
0.243422,391.51,1585.45,-789.44
0.268744,393.19,1534.89,-747.82
0.290463,265.42,1462.99,-717.58
0.321349,251.37,1405.16,-689.76
0.342176,263.73,1352.20,-660.89
0.370880,279.84,1298.91,-638.16
0.393509,269.89,1241.56,-624.54
0.414739,283.90,1190.43,-612.99
0.440912,407.93,1135.22,-594.29
0.470292,417.15,1086.39,-597.60
0.494401,422.88,1042.06,-603.57
0.526815,308.45,930.72,-636.36
0.549383,433.86,899.01,-652.01
0.578284,434.77,850.84,-679.50
0.599661,449.18,812.95,-705.58
0.621665,434.91,755.45,-747.61
0.644399,441.25,714.71,-784.76
0.665924,450.07,675.11,-824.83
0.691040,451.77,627.66,-872.95
0.712548,450.16,582.81,-927.86
0.906524,136.40,464.50,-73.60
