time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.029699,987.19,-2040.01,-653.28
0.052275,399.27,-2788.59,-1480.99
0.075109,769.20,-3573.35,-2045.37
0.097059,502.84,-3630.15,-2110.16
0.118408,398.41,-3651.56,-1805.83
0.142064,414.27,-3575.64,-1469.00
0.163194,-553.66,-3338.43,-1336.12
0.192699,-900.79,-3151.80,-1228.75
0.213414,-788.93,-3171.79,-1074.37
0.240068,-679.50,-3142.14,-1025.35
0.260772,-535.97,-3160.64,-972.09
0.281969,-380.94,-3184.25,-960.67
0.305577,-293.86,-3209.04,-1005.77
0.327325,-167.33,-3228.71,-1052.31
0.361633,465.84,-3239.36,-1168.13
0.385915,901.47,-3204.47,-1221.45
0.406594,1110.98,-3187.43,-1280.94
0.429136,1246.47,-3149.27,-1376.75
0.450105,1309.94,-3116.83,-1476.46
0.471206,1305.76,-3088.89,-1592.36
0.493272,1267.22,-3054.25,-1726.87
0.514664,1214.00,-3019.19,-1863.81
0.540976,1127.83,-2951.48,-2044.45
0.561520,717.47,-3118.72,-2242.58
0.593261,348.41,-3185.17,-2527.07
0.614389,147.11,-3208.23,-2705.77
0.641379,25.08,-3174.52,-2927.83
0.663634,-17.67,-3103.29,-3043.34
0.685398,-36.99,-3019.45,-3087.32
0.707064,0.00,0.00,0.00
