time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.029876,-77.00,-1177.75,274.99
0.051633,-3360.25,-1871.15,688.49
0.101942,-1596.23,-2490.23,1199.10
0.128992,-1006.72,-2527.67,1256.04
0.150820,-852.16,-2587.22,1202.24
0.173189,-763.85,-2662.73,1092.34
0.194775,-574.70,-2707.82,967.81
0.215150,-427.52,-2748.28,836.78
0.239670,139.76,-2808.13,689.53
0.268456,521.21,-2767.00,464.70
0.289153,716.63,-2739.12,296.01
0.315775,758.30,-2683.26,52.45
0.336548,813.74,-2636.20,-141.72
0.357825,757.65,-2608.27,-349.14
0.381418,714.14,-2566.63,-579.62
0.403936,672.52,-2515.71,-799.17
0.428112,598.78,-2458.71,-1036.16
0.447978,269.63,-2599.92,-1268.81
0.479814,19.94,-2626.11,-1603.84
0.500474,-171.46,-2653.48,-1830.44
0.528664,-286.16,-2611.44,-2115.85
0.548993,-321.78,-2569.57,-2326.17
0.571490,-312.27,-2507.42,-2551.31
0.593339,-265.34,-2433.61,-2765.94
0.615495,-245.37,-2377.34,-2986.16
0.640563,16.38,-2193.00,-3195.07
