time_s,raw_x,raw_y,raw_z
0.000000,187.97,2000.99,-585.06
0.022186,165.18,1937.48,-538.02
0.049801,300.93,1797.82,-468.19
0.077272,295.69,1740.12,-436.93
0.099146,257.56,1684.20,-410.56
0.126346,253.08,1628.45,-391.16
0.149689,231.74,1572.58,-375.20
0.172996,211.78,1516.55,-364.54
0.194654,23.23,1437.61,-353.36
0.224118,12.74,1378.25,-356.21
0.245585,-3.96,1320.60,-365.64
0.267685,-12.04,1265.57,-377.87
0.289398,-29.79,1208.98,-395.71
0.309941,-45.19,1154.54,-418.86
0.336214,-64.07,1100.58,-446.07
0.358574,-72.34,1049.05,-480.78
0.389482,-72.02,1001.07,-516.45
0.411946,-95.22,947.26,-559.31
0.433980,23.02,916.23,-613.50
0.454502,9.55,873.46,-663.44
0.476855,-13.06,826.50,-718.83
0.524421,-43.03,743.66,-842.38
0.546845,-65.13,699.92,-909.93
0.568644,-66.20,667.17,-976.11
0.637028,-83.26,560.64,-974.01
0.660442,-218.19,447.44,-917.52
0.692385,-211.18,414.99,-857.24
0.713331,-242.43,367.04,-813.27
0.736971,-229.86,343.42,-767.19
0.761040,-261.87,294.55,-733.02
0.783464,-147.00,310.91,-668.11
0.814112,-142.50,288.23,-644.68
0.836538,-175.32,240.01,-629.99
0.860497,-158.16,218.73,-614.47
0.883011,-299.55,89.24,-618.14
0.912987,-304.72,57.62,-615.64
