time_s,corr_x,corr_y,corr_z
0.000000,287.80,2301.41,-618.89
0.055658,280.04,2162.71,-737.90
0.081193,77.89,2146.28,-888.98
0.106576,67.59,2070.96,-970.48
0.176174,271.22,1768.13,-1072.80
0.197981,266.66,1723.95,-1005.03
0.223981,272.79,1677.28,-940.58
0.247021,274.60,1630.11,-884.55
0.268556,289.29,1582.81,-827.79
0.295374,285.00,1539.75,-784.02
0.317336,159.40,1478.45,-747.96
0.343764,139.24,1426.15,-714.89
0.365363,152.29,1379.59,-682.85
0.393732,155.26,1333.79,-657.51
0.417134,285.75,1273.54,-616.70
0.448550,281.65,1229.13,-606.70
0.479854,284.37,1187.04,-599.57
0.502258,279.54,1145.23,-599.57
0.529766,176.38,1056.23,-617.55
0.554894,300.30,1021.19,-623.81
0.582580,280.84,976.59,-643.90
0.608819,182.30,882.18,-693.40
0.633832,185.06,840.63,-723.10
0.658289,284.57,818.19,-758.77
0.689048,293.82,778.62,-803.45
0.745579,206.25,643.19,-948.77
0.770601,292.00,632.41,-1004.16
0.857526,210.72,473.38,-1087.14
0.881230,220.33,453.39,-1025.15
0.906775,222.58,430.46,-977.48
0.931741,291.86,444.41,-893.83
0.953791,284.26,415.96,-854.35
0.977134,235.95,365.66,-841.78
1.261752,440.59,498.57,-1057.74
1.285516,400.93,490.22,-1148.30
1.312198,472.64,534.90,-1082.83
1.338793,468.82,535.31,-1048.24
1.361732,470.50,539.44,-1016.54
1.385359,446.64,535.55,-972.98
1.409164,456.35,544.32,-943.77
1.432918,474.63,555.19,-916.42
1.456005,475.15,558.24,-900.14
1.481459,481.47,565.66,-886.38
1.504280,479.64,566.26,-879.92
1.536015,483.11,571.55,-878.70
1.558962,495.55,579.64,-879.37
1.582043,510.02,590.56,-884.90
1.605015,517.29,595.70,-896.22
1.632046,526.85,605.73,-922.66
1.660017,534.99,613.80,-947.70
1.684936,533.93,615.03,-999.75
1.712165,541.90,622.43,-1033.18
1.735547,543.31,625.10,-1075.34
1.780490,570.83,639.54,-1155.97
1.801881,575.35,644.60,-1142.89
1.832516,581.58,650.13,-1106.03
1.855414,577.52,646.28,-1100.10
1.880555,581.72,648.77,-1094.84
1.903401,583.86,649.77,-1095.93
1.927151,596.11,655.38,-1096.91
1.950839,599.96,656.99,-1115.71
1.973306,597.72,648.47,-1148.71
2.000245,601.28,650.04,-1157.73
2.025253,607.78,653.25,-1157.20
2.049277,615.85,655.29,-1155.84
2.072017,621.51,657.14,-1156.70
2.104449,623.60,656.92,-1158.60
2.128626,634.59,662.16,-1155.19
2.151803,644.34,664.05,-1154.21
2.176992,649.42,664.70,-1155.52
2.198967,659.62,666.47,-1154.84
2.225878,668.77,668.85,-1154.66
2.247417,669.26,665.98,-1159.26
2.280033,676.68,666.79,-1159.54
2.303841,684.03,668.62,-1158.49
2.326290,689.14,668.87,-1158.27
2.352295,695.69,669.34,-1158.09
2.374325,709.71,672.84,-1152.91
2.400965,715.74,673.79,-1151.98
2.422826,732.07,683.62,-1144.67
2.455780,732.82,679.18,-1147.07
2.477623,737.65,677.88,-1147.31
2.503476,745.71,677.56,-1146.84
2.527361,751.63,676.53,-1146.46
2.552308,768.64,681.54,-1141.29
2.578792,779.09,685.27,-1137.44
2.601840,783.12,684.14,-1137.47
2.629508,786.72,683.63,-1139.04
2.651891,790.88,679.61,-1146.61
2.679613,799.95,679.64,-1152.51
2.701889,814.17,681.94,-1161.42
2.724622,830.17,686.93,-1168.89
2.750686,846.23,687.89,-1183.29
