time_s,kf_x,kf_y,kf_z
0.000000,438.12,2281.53,-932.30
0.068154,454.20,2074.60,-1123.87
0.143547,559.64,1865.53,-1001.50
0.165692,573.44,1816.72,-928.57
0.190643,585.43,1766.89,-878.70
0.212816,593.08,1724.35,-835.74
0.234711,595.53,1684.51,-798.68
0.255809,595.53,1684.51,-798.68
0.284788,595.53,1684.51,-798.68
0.309357,595.53,1684.51,-798.68
0.334265,595.53,1684.51,-798.68
0.356445,498.61,1491.80,-594.74
0.376511,502.59,1456.87,-592.63
0.397183,562.81,1401.97,-588.18
0.429865,596.52,1352.47,-589.17
0.451406,590.78,1313.82,-598.40
0.477841,596.57,1274.97,-612.59
0.501523,599.45,1239.45,-631.58
0.524243,597.39,1204.39,-654.96
0.546225,567.74,1155.82,-694.54
0.576045,545.66,1102.13,-747.21
0.605804,530.80,1055.38,-801.48
0.656532,548.17,982.16,-911.87
0.702617,539.86,902.23,-1050.14
0.776918,527.66,792.70,-1212.10
0.799005,527.66,792.70,-1212.10
0.830082,527.66,792.70,-1212.10
0.854243,588.43,744.24,-895.39
0.881657,597.33,724.80,-880.90
0.907260,587.68,694.66,-856.61
0.929888,541.69,633.75,-837.73
0.959569,505.10,585.22,-825.66
1.389639,-360.40,94.65,-66.37
