time_s,raw_x,raw_y,raw_z
0.000000,-16.00,2591.16,-1087.76
0.023117,-19.00,2578.31,-1088.58
0.046102,-19.65,2563.45,-1089.34
0.068303,-24.47,2551.17,-1091.17
0.091115,-22.69,2536.23,-1090.21
0.116472,-18.37,2520.73,-1088.75
0.139597,-21.01,2506.45,-1088.87
0.162181,-66.09,2513.80,-1106.91
0.187800,-63.86,2497.06,-1106.37
0.208272,-67.56,2485.43,-1107.27
0.234238,-67.20,2470.99,-1109.98
0.255805,-67.14,2456.03,-1109.52
0.277265,-64.48,2439.67,-1109.54
0.297870,-64.67,2424.97,-1109.10
0.318743,-60.54,2408.24,-1108.57
0.348624,-67.60,2397.47,-1112.03
0.372405,-17.28,2349.82,-1092.75
0.401410,-24.06,2339.06,-1095.39
0.422854,-21.34,2323.91,-1094.14
0.444373,-22.44,2311.30,-1095.77
0.465466,-22.03,2297.20,-1094.31
0.486642,-6.44,2275.87,-1089.05
0.513479,-15.62,2265.24,-1091.48
0.534623,-14.67,2253.24,-1090.77
0.557975,-59.31,2251.82,-1109.21
0.591063,-53.00,2236.27,-1107.26
0.616552,-56.17,2222.37,-1108.07
0.641447,-54.08,2208.65,-1108.49
0.665229,-16.60,2170.74,-1093.24
0.692798,-3.25,2152.55,-1088.19
0.714965,-56.81,2153.29,-1107.96
0.751344,-53.22,2139.02,-1107.58
0.774387,-11.89,2102.26,-1092.51
0.802720,2.40,2084.84,-1086.60
0.826068,-9.09,2076.46,-1091.60
0.849198,-7.54,2062.90,-1091.54
0.872435,-3.56,2048.06,-1087.20
0.893793,-43.29,2042.87,-1103.90
0.924225,-55.28,2032.80,-1107.62
0.947830,-49.27,2017.23,-1106.61
0.971213,-51.85,2003.95,-1107.17
0.993932,-47.59,1990.68,-1105.74
1.016437,-43.72,1977.70,-1105.18
1.039471,-44.15,1964.37,-1104.95
1.063748,-8.95,1934.11,-1091.51
1.091172,-4.03,1920.56,-1088.20
1.116875,-14.84,1910.13,-1092.38
1.140018,-10.97,1896.93,-1091.94
1.167343,-15.06,1885.02,-1093.39
1.188634,-48.29,1875.30,-1107.66
1.210638,-41.21,1861.68,-1104.58
1.233682,-42.36,1849.73,-1104.42
1.260563,-45.79,1839.12,-1106.36
1.283313,-5.24,1811.05,-1089.91
1.314841,0.20,1797.86,-1087.81
1.337247,-1.36,1785.43,-1088.76
1.359084,-34.45,1775.51,-1100.27
1.387205,-34.95,1763.93,-1099.81
1.408045,-37.48,1753.33,-1101.48
1.433858,-40.81,1741.66,-1103.45
1.455158,-31.07,1728.34,-1099.20
1.475578,-36.36,1718.41,-1101.30
1.498871,-38.81,1705.59,-1101.87
1.519452,-38.45,1695.19,-1102.20
1.557421,-40.42,1683.65,-1102.82
1.578456,-36.07,1660.23,-1101.18
1.611445,-33.91,1649.09,-1100.36
1.632878,-37.30,1637.92,-1101.82
1.659470,-35.90,1627.02,-1100.73
