time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.022998,337.04,-1562.00,-636.76
0.070061,-141.75,-3055.93,-2173.52
0.094245,-246.10,-3096.55,-2676.59
0.148334,-246.10,-3096.55,-2676.59
0.173915,-246.10,-3096.55,-2676.59
0.196925,-246.10,-3096.55,-2676.59
0.220526,0.00,0.00,0.00
0.241063,2742.00,-1905.00,1013.32
0.269711,1222.51,-2025.52,1967.38
0.292151,672.76,-1993.72,2238.48
0.313950,436.64,-2064.65,2183.24
0.340015,101.08,-2035.19,1916.91
0.362673,34.52,-2012.74,1673.47
0.383640,34.52,-2012.74,1673.47
0.414789,34.52,-2012.74,1673.47
0.437395,34.52,-2012.74,1673.47
0.460364,34.52,-2012.74,1673.47
0.481620,34.52,-2012.74,1673.47
0.504253,0.00,0.00,0.00
0.524928,2378.17,-837.77,-156.54
0.557389,1011.64,-1314.60,-428.36
0.579567,637.44,-1513.13,-639.09
0.605837,444.02,-1555.10,-888.09
0.629116,182.32,-1639.45,-1124.13
0.651179,54.85,-1685.71,-1343.64
0.673761,54.85,-1685.71,-1343.64
0.702408,54.85,-1685.71,-1343.64
0.728328,54.85,-1685.71,-1343.64
0.751240,-162.34,-1876.39,-2416.53
0.781802,-142.26,-1812.48,-2673.87
0.805213,-139.24,-1770.48,-2872.76
0.857416,-91.09,-1646.93,-3264.53
0.881856,-91.09,-1646.93,-3264.53
0.904681,-91.09,-1646.93,-3264.53
0.928041,0.00,0.00,0.00
0.959680,-293.19,-642.77,53.43
0.982160,-472.90,-1127.02,270.99
1.006005,-249.47,-1216.64,374.93
1.028363,-120.14,-1226.08,378.36
1.051272,-44.16,-1210.43,300.16
1.073292,-569.55,-1630.29,132.87
1.156367,-569.55,-1630.29,132.87
1.182221,-569.55,-1630.29,132.87
1.207065,0.00,0.00,0.00
1.265101,-1867.12,1977.31,-1636.55
1.297196,-1967.51,1671.47,-2097.95
1.321092,-1941.40,1696.99,-2372.75
1.342618,-1941.40,1696.99,-2372.75
1.366699,-1941.40,1696.99,-2372.75
1.390714,-1941.40,1696.99,-2372.75
1.415142,0.00,0.00,0.00
1.469578,-3273.53,448.75,191.99
1.491504,-2964.56,631.25,267.62
1.603190,-1762.42,1094.70,-396.09
1.625227,-1543.60,1154.90,-538.51
1.647987,-1458.65,1167.27,-732.47
1.670569,-1470.82,1151.26,-938.26
1.693846,-1497.65,1128.70,-1152.78
1.808591,-1497.65,1128.70,-1152.78
1.838718,0.00,0.00,0.00
1.860718,-491.24,309.20,-625.60
1.882515,-670.16,635.10,-1499.89
