time_s,raw_x,raw_y,raw_z
0.000000,300.88,1915.01,-1036.80
0.033488,272.30,1868.41,-1014.51
0.055417,137.98,1829.33,-960.40
0.077919,136.68,1775.64,-894.53
0.104458,141.58,1723.35,-835.18
0.128534,149.80,1668.06,-782.19
0.151801,134.06,1617.59,-736.45
0.173658,277.65,1527.15,-652.02
0.200017,286.36,1476.31,-620.19
0.221611,278.22,1433.00,-596.48
0.242259,273.57,1383.63,-579.77
0.264308,270.46,1337.31,-563.20
0.289192,285.55,1293.82,-551.84
0.311127,272.68,1247.56,-546.98
0.332454,283.24,1202.65,-545.57
0.353650,282.95,1158.07,-549.24
0.384447,281.53,1111.69,-558.98
0.405922,270.48,1066.52,-574.20
0.426975,172.17,970.75,-618.96
0.455159,272.79,938.21,-643.75
0.487591,278.52,897.58,-675.12
0.508300,279.55,854.15,-715.74
0.538965,277.34,814.74,-755.47
0.571870,277.07,772.41,-800.86
0.596708,186.46,671.30,-905.29
0.624012,272.13,655.48,-965.13
0.671767,270.87,581.28,-1074.51
0.695008,288.17,560.19,-1011.55
0.718617,182.62,451.61,-970.66
0.743314,204.90,433.40,-914.71
0.764351,193.85,394.97,-876.07
0.792208,191.57,362.99,-836.99
0.812918,194.93,334.85,-808.47
0.834879,142.58,275.27,-796.02
