time_s,kf_x,kf_y,kf_z
0.000000,323.13,1915.01,-1089.92
0.033488,295.79,1872.13,-1080.70
0.055417,189.03,1835.39,-1045.37
0.077919,145.51,1784.78,-990.91
0.104458,132.13,1728.43,-929.41
0.128534,134.92,1674.17,-873.85
0.151801,129.59,1622.34,-824.93
0.173658,129.59,1622.34,-824.93
0.200017,129.59,1622.34,-824.93
0.221611,129.59,1622.34,-824.93
0.242259,129.59,1622.34,-824.93
0.264308,129.59,1622.34,-824.93
0.289192,292.70,1293.82,-604.95
0.311127,280.39,1253.14,-604.31
0.332454,285.34,1209.92,-604.17
0.353650,286.75,1163.11,-606.80
0.384447,285.52,1109.71,-617.00
0.405922,277.87,1068.28,-629.95
0.426975,277.87,1068.28,-629.95
0.455159,272.05,952.28,-689.59
0.487591,272.63,891.67,-733.63
0.508300,273.26,851.65,-769.27
0.538965,272.09,800.26,-822.43
0.571870,270.86,751.18,-882.13
0.596708,235.58,692.83,-948.01
0.624012,240.74,645.82,-1021.58
0.671767,243.74,566.60,-1156.80
0.695008,254.89,538.02,-1188.01
0.718617,254.89,538.02,-1188.01
0.743314,191.13,433.40,-967.83
0.764351,180.63,399.75,-953.38
0.792208,175.90,365.91,-917.70
0.812918,176.81,337.50,-883.76
0.834879,143.64,288.65,-860.17
