time_s,raw_x,raw_y,raw_z
0.000000,323.94,2291.91,-678.61
0.132752,350.07,1853.27,-1026.54
0.154843,354.21,1797.82,-956.70
0.189083,360.11,1743.06,-893.23
0.213914,366.31,1637.98,-784.45
0.243422,377.28,1585.45,-736.32
0.268744,380.18,1534.89,-694.70
0.290463,254.16,1462.99,-664.47
0.321349,241.51,1405.16,-636.64
0.342176,255.16,1352.20,-607.78
0.370880,272.56,1298.91,-585.04
0.393509,264.01,1241.56,-571.42
0.414739,279.26,1190.43,-559.88
0.440912,404.64,1135.22,-541.17
0.470292,415.05,1086.39,-544.48
0.494401,421.85,1042.06,-550.46
0.526815,310.13,930.72,-583.24
0.549383,436.31,899.01,-598.90
0.578284,438.39,850.84,-626.39
0.599661,453.72,812.95,-652.46
0.621665,440.85,755.45,-694.50
0.644399,448.18,714.71,-731.65
0.665924,457.97,675.11,-771.71
0.691040,460.81,627.66,-819.84
0.712548,460.29,582.81,-874.75
0.906524,149.41,464.50,-20.48
