time_s,kf_x,kf_y,kf_z
0.000000,468.62,2134.15,-406.48
0.023283,453.77,2067.54,-422.88
0.050278,448.31,1982.15,-465.67
0.074047,283.31,1919.26,-537.35
0.096421,213.84,1838.59,-605.78
0.123617,183.20,1737.85,-684.12
0.254998,222.43,1196.60,-1138.20
0.276665,241.99,1133.86,-1158.16
0.320149,242.47,1008.30,-1082.59
0.344968,227.94,937.70,-1017.48
0.367856,226.97,878.82,-958.65
0.391251,221.56,819.73,-907.25
0.414167,215.68,761.80,-861.85
0.439008,278.32,721.33,-802.83
0.465898,315.52,674.06,-756.00
0.488066,341.26,634.86,-723.32
0.522477,359.22,576.80,-694.27
0.545715,361.50,519.69,-678.98
0.945083,-309.32,103.65,-98.56
0.993810,-287.67,109.76,-106.19
1.019821,-285.95,108.94,-110.97
1.146386,270.43,383.28,-959.44
1.168986,265.26,393.81,-979.69
1.194776,263.96,411.92,-1030.02
1.218423,222.20,408.50,-1114.56
1.240726,201.73,417.97,-1136.56
1.266937,186.21,431.44,-1126.51
1.289733,218.85,479.15,-981.10
1.322920,206.74,488.56,-964.98
1.345796,163.94,487.13,-938.44
1.379079,127.29,491.41,-912.07
1.403357,142.70,524.06,-883.83
1.433228,150.07,549.96,-864.94
1.456092,156.98,570.02,-854.92
1.480209,154.59,586.33,-852.40
1.503731,150.65,600.79,-855.22
1.528204,121.71,607.53,-869.74
1.553869,97.56,616.12,-889.76
1.576320,75.95,623.74,-912.92
1.601283,61.80,634.83,-941.54
1.624574,49.24,645.67,-972.89
1.647532,38.51,656.77,-1008.27
1.671471,31.38,669.35,-1049.37
1.693425,39.30,689.27,-1092.90
1.720831,41.76,708.72,-1151.79
1.743949,39.20,723.03,-1190.57
1.769086,36.96,738.09,-1219.30
1.791810,31.26,747.31,-1041.92
1.813997,-5.08,752.68,-1028.05
1.843632,-18.16,763.86,-1001.85
1.865775,5.84,790.40,-965.73
1.899346,4.12,808.45,-941.41
1.923194,-19.15,817.48,-933.26
1.954667,-43.70,827.15,-933.10
1.981514,-38.27,845.72,-935.63
2.006897,-35.92,861.37,-945.14
2.039961,-57.35,874.86,-972.97
2.063721,-73.99,883.93,-999.58
2.086378,-83.67,894.03,-1028.57
2.114517,-96.11,904.92,-1068.32
2.139102,-88.66,921.22,-1108.63
2.172339,-84.54,938.60,-1168.27
2.197193,-94.90,949.26,-1196.71
2.220109,-102.61,959.55,-1209.54
2.242180,-127.61,967.10,-1050.37
2.263296,-90.26,990.61,-1032.81
2.295719,-91.93,1004.16,-1004.96
2.318977,-86.70,1017.02,-982.92
2.345120,-93.14,1025.60,-971.53
2.368655,-98.68,1034.75,-966.72
2.390943,-109.48,1041.74,-968.68
2.414688,-119.01,1051.03,-976.87
2.437143,-140.29,1060.20,-995.34
2.466803,-156.31,1071.84,-1022.70
2.488273,-152.54,1084.79,-1047.16
2.524231,-151.60,1100.70,-1091.31
2.546455,-166.10,1110.94,-1134.72
2.576437,-175.59,1123.00,-1179.49
2.598596,-180.25,1131.52,-1195.38
2.620206,-187.05,1134.91,-1077.75
2.643609,-183.74,1144.08,-1068.08
2.666639,-169.13,1156.44,-1044.41
2.699336,-163.29,1168.04,-1021.14
2.723577,-185.11,1176.01,-1012.92
2.756212,-185.69,1188.70,-1008.36
2.782846,-184.61,1197.52,-1014.18
2.809122,-187.09,1205.60,-1028.06
2.831955,-189.04,1212.67,-1044.23
2.859564,-188.10,1221.33,-1067.73
2.884319,-209.27,1228.76,-1104.33
2.916703,-219.26,1238.93,-1153.79
