time_s,corr_x,corr_y,corr_z
0.000000,109.21,2448.59,-539.01
0.024950,115.41,2369.99,-590.33
0.051638,-144.25,2396.26,-709.43
0.080260,-137.42,2311.63,-778.93
0.102654,-130.09,2228.16,-849.79
0.126842,-121.84,2144.26,-931.11
0.149516,-129.16,2067.28,-1014.70
0.199185,101.78,1822.22,-1099.34
0.221404,99.72,1775.68,-1038.90
0.247528,94.51,1733.42,-977.58
0.270055,108.54,1683.59,-910.48
0.296169,104.66,1640.96,-859.35
0.322283,-27.24,1588.95,-814.40
0.347063,-34.93,1540.07,-772.02
0.369327,-19.22,1498.47,-733.28
0.395003,95.80,1422.04,-671.26
0.432212,102.04,1377.95,-645.90
0.458143,-28.59,1308.90,-633.71
0.481847,-32.85,1261.97,-623.81
0.503173,107.90,1210.91,-601.99
0.536414,100.81,1168.84,-604.71
0.562739,-23.44,1083.26,-627.15
0.597886,-16.64,1040.98,-640.99
0.621005,116.97,1009.97,-655.82
0.649158,114.91,967.69,-680.74
0.673520,10.60,877.48,-743.43
0.703609,-2.27,833.34,-782.32
0.728238,0.85,789.24,-832.68
0.750528,8.39,756.12,-873.11
0.773981,8.02,717.29,-924.37
0.799291,117.01,707.01,-978.08
0.825835,111.57,668.62,-1042.73
0.851352,29.20,576.83,-1162.38
0.881770,32.15,553.36,-1110.51
0.904976,113.85,554.60,-999.05
0.937719,108.14,526.68,-952.56
1.014507,21.02,389.66,-847.24
1.249289,205.96,666.70,-810.35
1.278903,216.48,708.85,-834.27
1.301838,210.49,744.86,-868.75
1.327831,222.87,788.77,-903.07
1.352183,227.89,829.45,-936.33
1.374837,115.63,850.32,-1047.82
1.399767,125.06,894.57,-1094.84
1.447747,179.44,986.16,-1152.99
1.470389,173.36,1010.16,-1096.06
1.493008,186.06,1040.14,-1050.89
1.515870,194.65,1065.58,-1012.74
1.537598,268.82,1119.76,-942.15
1.570530,277.07,1144.69,-915.62
1.592277,216.97,1171.93,-910.36
1.623877,217.20,1197.36,-897.68
1.647340,228.40,1224.84,-887.01
1.670650,234.97,1249.06,-884.41
1.693455,247.16,1275.43,-883.22
1.716151,250.31,1302.37,-891.50
1.738896,258.69,1329.02,-902.04
1.761471,323.88,1368.64,-906.43
1.790662,334.62,1393.38,-929.13
1.814092,346.71,1417.43,-954.51
1.836622,354.85,1440.67,-982.40
1.859345,355.21,1464.76,-1020.21
1.884888,307.97,1504.36,-1107.97
1.911751,320.43,1529.40,-1159.39
1.938074,341.34,1542.91,-1127.80
1.964971,336.11,1556.89,-1088.56
1.990875,379.98,1572.97,-1022.21
2.018819,385.26,1584.94,-992.39
2.040907,362.28,1608.06,-974.77
2.063920,367.67,1620.24,-958.36
2.088392,370.35,1633.17,-948.59
2.111378,376.78,1645.56,-940.70
2.135709,381.50,1657.28,-939.63
2.157531,382.64,1671.96,-945.58
2.181335,386.28,1684.92,-953.30
2.205170,391.02,1695.96,-965.25
2.227601,428.07,1707.52,-979.89
2.254396,431.12,1718.85,-1007.29
2.278928,430.75,1734.37,-1038.81
2.302954,440.40,1742.45,-1067.90
2.326568,442.98,1754.01,-1105.45
2.349161,452.57,1767.40,-1140.81
2.371693,448.06,1779.82,-1142.43
2.393334,420.15,1804.60,-1159.44
2.424217,425.97,1812.30,-1157.41
2.447406,450.18,1819.41,-1153.24
2.480080,459.00,1828.42,-1155.82
2.502993,461.52,1836.67,-1156.58
2.527433,458.72,1849.35,-1159.76
2.551612,470.05,1857.02,-1153.75
2.575530,455.64,1878.16,-1162.22
2.599814,458.17,1887.36,-1162.91
2.621841,461.74,1897.63,-1161.90
2.650975,455.35,1913.49,-1167.69
2.673458,489.09,1921.60,-1152.35
2.703309,495.38,1929.23,-1151.14
2.726227,497.88,1939.93,-1150.84
2.756097,503.37,1948.13,-1148.86
2.780084,468.89,1980.33,-1169.35
2.804437,474.72,1993.60,-1166.26
2.828699,483.39,2001.22,-1163.82
2.854160,515.12,2004.24,-1149.76
2.884055,520.20,2011.42,-1148.44
2.912761,495.99,2040.86,-1163.87
2.939165,499.29,2052.12,-1162.85
2.961612,523.42,2057.12,-1151.25
2.991574,529.84,2066.56,-1149.45
3.014092,528.04,2079.19,-1150.91
3.037110,531.33,2088.24,-1149.00
3.060077,537.06,2097.11,-1146.47
3.084345,513.41,2129.16,-1161.31
3.111336,520.11,2138.46,-1158.30
3.133721,528.76,2146.77,-1156.51
3.159802,527.96,2158.44,-1157.99
3.182888,526.05,2171.41,-1160.53
3.207207,533.26,2179.44,-1158.20
3.231141,530.81,2192.66,-1161.25
3.255065,568.98,2187.32,-1142.10
3.279465,574.56,2195.62,-1141.10
3.304339,584.12,2202.17,-1136.75
3.328257,586.31,2212.29,-1137.54
3.351349,592.05,2219.90,-1135.37
3.374283,578.14,2247.69,-1144.85
3.399583,577.14,2259.51,-1145.14
3.423163,572.32,2273.32,-1152.12
3.448534,571.22,2283.69,-1153.86
