time_s,kf_x,kf_y,kf_z
0.000000,-43.80,2191.79,-982.52
0.021735,-31.12,2139.73,-955.84
0.049249,121.07,2002.23,-854.88
0.078637,198.78,1909.55,-756.50
0.100660,228.26,1850.59,-693.49
0.126356,261.42,1786.19,-637.55
0.148838,289.46,1728.29,-596.05
0.171266,313.15,1672.19,-561.74
0.192122,279.04,1617.56,-536.00
0.224356,270.00,1541.49,-507.92
0.245784,262.21,1490.61,-495.81
0.272152,324.65,1416.25,-483.52
0.301882,378.96,1344.06,-479.21
0.323569,416.44,1293.61,-483.12
0.349493,457.56,1235.62,-493.64
0.371616,448.49,1171.96,-513.19
0.409975,448.35,1081.93,-550.45
0.431624,493.31,1036.35,-578.98
0.453442,531.42,989.90,-612.34
0.478282,563.47,936.83,-656.92
0.499822,595.98,894.13,-698.28
0.546039,642.29,799.22,-802.09
