time_s,raw_x,raw_y,raw_z
0.000000,441.05,2134.15,-353.36
0.023283,426.09,2058.88,-388.05
0.050278,425.21,1971.86,-432.19
0.074047,200.83,1919.12,-516.13
0.096421,198.19,1825.79,-573.00
0.123617,207.50,1724.12,-638.69
0.254998,217.65,1196.60,-1085.09
0.276665,241.66,1125.16,-1130.10
0.320149,240.87,1001.47,-979.62
0.344968,222.35,935.30,-925.66
0.367856,232.18,881.06,-866.17
0.391251,223.91,822.79,-820.14
0.414167,219.05,764.41,-776.88
0.439008,369.51,752.02,-691.78
0.465898,357.78,696.97,-665.46
0.488066,367.92,651.66,-642.03
0.522477,357.80,601.02,-628.68
0.545715,350.10,502.88,-612.81
0.945083,-287.54,103.65,-45.44
0.993810,-264.95,110.06,-50.99
1.019821,-266.79,107.79,-51.54
1.146386,285.42,383.28,-906.32
1.168986,279.26,395.21,-950.84
1.194776,278.48,414.70,-1002.92
1.218423,221.87,402.39,-1100.45
1.240726,215.52,420.70,-1051.61
1.266937,205.71,435.58,-997.54
1.289733,231.51,479.15,-927.98
1.322920,218.08,489.39,-892.51
1.345796,164.92,485.42,-863.65
1.379079,140.42,492.26,-844.49
1.403357,178.55,541.55,-806.94
1.433228,177.34,557.33,-795.16
1.456092,180.57,575.59,-787.39
1.480209,165.77,585.84,-788.59
1.503731,159.09,598.26,-791.67
1.528204,90.57,591.87,-818.58
1.553869,80.64,604.55,-835.10
1.576320,63.57,614.86,-859.42
1.601283,69.16,631.39,-880.20
1.624574,57.90,643.93,-910.07
1.647532,50.45,656.15,-943.81
1.671471,51.41,671.01,-981.06
1.693425,88.69,709.59,-1029.61
1.720831,75.02,717.42,-1080.10
1.743949,54.09,724.45,-1064.77
1.769086,51.85,738.31,-1024.30
1.791810,37.40,747.31,-988.80
1.813997,-4.03,753.40,-952.29
1.843632,-10.98,765.28,-929.38
1.865775,25.28,798.52,-886.23
1.899346,5.31,806.08,-878.91
1.923194,-33.47,813.08,-876.75
1.954667,-54.63,820.42,-878.56
1.981514,-17.10,852.02,-874.12
2.006897,-20.87,864.38,-885.38
2.039961,-75.18,868.62,-922.92
2.063721,-86.61,878.89,-948.55
2.086378,-83.62,892.19,-973.72
2.114517,-97.14,899.91,-1004.94
2.139102,-53.73,930.79,-1044.90
2.172339,-59.63,940.07,-1090.83
2.197193,-104.95,945.69,-1058.62
2.220109,-107.06,957.59,-1021.42
2.242180,-126.82,967.10,-997.26
2.263296,-84.82,993.94,-951.05
2.295719,-95.90,1003.93,-934.23
2.318977,-86.21,1018.19,-916.38
2.345120,-99.81,1023.33,-912.86
2.368655,-104.10,1034.10,-908.81
2.390943,-120.26,1039.44,-913.33
2.414688,-127.17,1051.09,-922.73
2.437143,-165.28,1060.79,-951.71
2.466803,-165.74,1071.80,-971.73
2.488273,-133.73,1092.45,-993.94
2.524231,-135.52,1101.54,-1023.44
2.546455,-185.99,1112.13,-1096.68
2.576437,-179.97,1121.21,-1091.44
2.598596,-179.68,1129.59,-1053.67
2.620206,-190.34,1134.91,-1024.63
2.643609,-186.85,1145.27,-998.59
2.666639,-169.60,1158.55,-968.44
2.699336,-169.49,1167.55,-955.53
2.723577,-204.91,1175.35,-954.63
2.756212,-187.83,1189.29,-947.17
2.782846,-186.15,1196.55,-957.26
2.809122,-193.15,1203.99,-973.26
2.831955,-194.80,1211.38,-987.19
2.859564,-189.08,1220.16,-1004.49
2.884319,-248.71,1227.26,-1062.76
2.916703,-231.17,1238.11,-1097.30
2.938306,-205.04,1252.76,-1069.79
2.970034,-209.45,1254.75,-1038.10
2.994000,-218.03,1256.75,-1016.38
3.015493,-245.87,1261.38,-1000.89
3.041526,-239.11,1268.21,-987.82
3.063921,-249.27,1272.14,-983.07
3.090630,-252.17,1276.58,-981.02
