time_s,corr_x,corr_y,corr_z
0.000000,144.45,2434.81,-684.25
0.162017,352.57,1719.81,-1085.81
0.184115,213.15,1662.54,-1038.17
0.214999,211.52,1604.20,-976.83
0.237382,215.79,1546.08,-920.03
0.267652,212.86,1486.72,-866.28
0.291611,338.56,1403.09,-777.51
0.321102,347.26,1348.77,-734.56
0.344590,199.78,1259.66,-721.69
0.376372,215.88,1207.57,-696.46
0.399196,212.12,1151.27,-679.82
0.421623,343.97,1099.82,-647.08
0.448603,350.16,1050.20,-642.72
0.472353,332.51,999.32,-646.49
0.496678,338.73,953.12,-651.18
0.520246,341.95,906.02,-661.87
0.550598,336.66,858.30,-679.59
0.572315,223.46,741.11,-729.49
0.597752,216.99,687.04,-759.76
0.620870,221.92,640.97,-796.67
0.643196,327.07,629.92,-826.98
0.672380,323.27,581.21,-875.11
0.695537,328.92,544.29,-915.46
0.721121,328.77,502.61,-968.53
0.743401,237.55,378.94,-1088.98
0.777713,247.92,342.09,-1150.69
