time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.025676,-3819.27,-85.43,-1658.78
0.102121,-3819.27,-85.43,-1658.78
0.153968,0.00,0.00,0.00
0.182037,-2536.99,1218.32,-13.68
0.216297,-1315.93,1809.10,275.19
0.237237,-822.79,2233.65,503.27
0.259185,-524.46,2495.92,567.02
0.281017,-524.46,2495.92,567.02
0.309950,-524.46,2495.92,567.02
0.331545,-524.46,2495.92,567.02
0.356592,-524.46,2495.92,567.02
0.378279,-524.46,2495.92,567.02
0.399593,0.00,0.00,0.00
0.421591,-2474.62,2261.16,-499.40
0.452391,-1227.61,2415.16,-929.75
0.482300,-685.28,2344.24,-1172.53
0.503239,-685.28,2344.24,-1172.53
0.532262,-685.28,2344.24,-1172.53
