time_s,raw_x,raw_y,raw_z
0.000000,316.77,2258.65,-592.15
0.027242,39.32,2279.95,-715.24
0.054055,54.64,2180.97,-772.98
0.079199,60.70,2088.70,-840.19
0.102102,55.83,2002.72,-913.60
0.124870,57.77,1916.00,-987.29
0.179283,251.94,1682.19,-1041.72
0.205336,245.62,1629.54,-975.14
0.230994,246.98,1578.07,-916.67
0.254376,104.89,1513.26,-877.38
0.278114,111.61,1456.68,-824.60
0.299903,104.12,1402.76,-782.42
0.324856,100.93,1354.31,-751.93
0.348207,125.25,1298.32,-704.47
0.371753,255.46,1232.63,-648.38
0.400640,262.35,1187.59,-628.66
0.435795,123.90,1087.32,-631.81
0.463138,129.66,1038.77,-627.58
0.486010,270.81,998.38,-609.19
0.515462,248.63,949.40,-618.17
0.540680,135.68,840.77,-656.01
0.572421,141.84,793.37,-674.70
0.595599,268.48,779.33,-690.97
0.624915,266.16,733.86,-721.52
0.651406,170.99,622.27,-799.48
0.680000,165.47,579.09,-844.38
0.738853,252.27,524.34,-943.29
0.763233,179.63,423.57,-1058.99
0.790090,176.32,380.73,-1112.73
0.814918,170.92,341.85,-1059.84
0.837738,275.33,362.36,-939.00
