time_s,corr_x,corr_y,corr_z
0.000000,-592.05,2995.28,-510.86
0.025090,-315.38,2704.35,-577.83
0.054391,-302.26,2630.84,-631.20
0.079276,-605.43,2700.94,-755.15
0.107526,-572.87,2609.43,-824.25
0.129633,-586.83,2547.73,-901.94
0.154580,-576.84,2473.91,-980.33
0.177308,-556.01,2393.26,-1060.66
0.199299,-306.35,2198.36,-1103.49
0.227276,-351.94,2170.80,-1071.86
0.249260,-352.12,2130.79,-1002.82
0.275000,-341.36,2089.62,-941.60
0.297466,-347.44,2050.96,-878.95
0.320033,-328.19,2004.34,-826.06
0.346351,-337.25,1966.27,-780.51
0.372184,-506.33,1953.33,-745.00
0.397795,-490.25,1907.74,-708.04
0.421950,-333.62,1813.77,-650.33
0.451902,-345.26,1778.19,-631.24
0.475597,-356.91,1744.25,-614.91
0.500541,-339.39,1698.61,-602.63
0.523406,-482.16,1662.35,-606.38
0.556091,-510.48,1627.92,-609.77
0.604185,-325.68,1515.84,-622.47
0.635955,-315.64,1479.92,-637.62
0.661058,-354.80,1442.39,-664.97
0.691134,-443.48,1393.95,-718.09
0.715298,-314.35,1343.55,-755.27
0.742463,-339.75,1309.79,-798.91
0.767254,-428.57,1252.09,-887.49
0.795711,-449.59,1215.63,-951.68
0.819293,-448.61,1184.22,-1004.51
0.843497,-447.39,1151.97,-1066.77
0.865664,-435.38,1124.36,-1131.88
0.887633,-434.55,1093.31,-1155.30
0.910566,-426.51,1067.65,-1104.82
0.933502,-344.51,1040.87,-1024.01
0.966153,-327.08,1022.25,-987.94
0.987916,-424.78,963.54,-975.66
1.020296,-434.53,934.55,-959.05
1.042670,-426.47,912.87,-945.27
1.139947,-332.41,823.91,-925.29
1.163311,-326.92,802.49,-932.30
1.191369,-323.97,781.01,-945.17
1.216752,-401.31,722.14,-995.17
1.245616,-405.15,698.12,-1026.74
1.270016,-329.28,691.29,-1053.96
1.304907,-331.81,666.04,-1096.69
1.328521,-402.30,610.85,-1161.90
1.356436,-419.68,579.32,-1120.23
1.380507,-411.33,556.85,-1082.03
1.404706,-320.74,558.37,-1013.93
1.429009,-314.66,537.32,-992.99
1.457771,-292.06,527.37,-968.87
1.486868,-298.79,499.41,-959.09
1.513012,-307.50,453.37,-950.86
1.688749,-361.17,275.96,-1091.55
1.710900,-366.97,251.73,-1127.96
1.734527,-281.91,270.35,-1109.05
1.840057,-375.02,132.09,-1023.07
1.867739,-365.92,120.17,-1010.45
1.890250,-345.23,113.07,-998.67
1.913153,-275.28,128.69,-980.08
1.940419,-288.65,101.67,-988.02
1.963350,-290.80,66.59,-1005.64
1.998311,-325.48,30.64,-1031.10
2.021099,-286.01,29.05,-1054.26
2.052845,-268.12,25.24,-1077.87
2.076269,-317.44,-34.78,-1141.26
2.106918,-324.76,-59.81,-1181.38
