time_s,kf_x,kf_y,kf_z
0.000000,347.37,2258.65,-645.27
0.027242,98.09,2277.82,-704.83
0.054055,61.49,2200.73,-791.82
0.079199,62.92,2106.67,-876.91
0.102102,62.92,2017.93,-957.03
0.124870,64.10,1929.43,-1037.20
0.179283,186.40,1704.48,-1164.33
0.205336,234.90,1618.49,-1158.04
0.230994,261.29,1548.33,-1138.35
0.254376,117.37,1513.26,-930.49
0.278114,122.11,1463.08,-909.18
0.299903,116.15,1411.16,-869.37
0.324856,110.34,1356.82,-826.95
0.348207,123.28,1302.11,-782.36
0.371753,203.74,1240.56,-733.37
0.400640,253.18,1181.46,-695.78
0.435795,207.85,1094.90,-677.67
0.463138,179.43,1035.20,-673.38
0.486010,218.75,989.39,-668.65
0.515462,237.79,933.89,-673.06
0.540680,206.50,865.34,-691.88
0.572421,184.03,793.65,-719.56
0.595599,211.10,754.54,-743.88
0.624915,231.37,706.11,-780.10
0.651406,212.27,641.51,-829.62
0.680000,194.20,580.10,-886.76
0.738853,213.45,486.09,-1015.25
0.763233,195.94,433.22,-1089.28
0.790090,182.14,380.76,-1168.38
0.814918,170.22,335.73,-1215.59
0.837738,197.91,315.89,-1222.35
