time_s,raw_x,raw_y,raw_z
0.000000,70.71,2464.06,-506.55
0.022998,92.00,2375.41,-557.53
0.070061,80.52,2222.21,-679.79
0.094245,70.89,2151.48,-744.58
0.148334,-207.91,2058.55,-1006.29
0.173915,-203.78,1973.91,-1094.43
0.196925,-145.12,1886.52,-1107.11
0.220526,-140.88,1829.29,-1029.37
0.241063,21.79,1718.16,-877.68
0.269711,12.30,1672.18,-824.62
0.292151,13.51,1629.75,-772.65
0.313950,16.92,1578.71,-727.68
0.340015,-6.08,1531.41,-689.35
0.362673,4.10,1487.62,-652.94
0.383640,-158.90,1415.61,-626.98
0.414789,-159.91,1371.64,-604.62
0.437395,-160.55,1320.78,-585.32
0.460364,-171.28,1271.83,-572.26
0.481620,-167.90,1223.90,-563.16
0.504253,-162.79,1178.15,-559.22
0.524928,-23.13,1129.37,-555.49
0.557389,-27.76,1085.48,-564.71
0.579567,-23.58,1044.56,-577.51
0.605837,-17.82,1004.79,-596.59
0.629116,-36.84,958.01,-622.36
0.651179,-39.08,918.53,-649.51
0.673761,-163.00,818.47,-720.94
0.702408,-143.51,783.76,-754.14
0.728328,-166.84,734.50,-814.87
0.751240,-57.25,718.53,-860.43
0.781802,-45.71,686.85,-909.47
0.805213,-49.56,649.87,-967.18
0.857416,-42.64,583.82,-1069.05
0.881856,-167.82,479.23,-1019.22
0.904681,-156.16,454.80,-968.71
0.928041,-39.82,466.62,-862.14
0.959680,-55.40,430.53,-830.51
0.982160,-68.73,394.89,-802.22
1.006005,-62.11,367.64,-774.16
1.028363,-58.86,341.25,-749.97
1.051272,-55.62,315.55,-730.88
1.073292,-149.17,215.56,-730.96
1.156367,-332.56,176.91,-771.41
1.182221,-404.67,210.05,-801.12
1.207065,-409.61,283.46,-822.15
1.265101,-546.18,424.46,-940.48
1.297196,-609.72,459.52,-990.19
1.321092,-653.47,507.51,-1043.52
1.342618,-476.42,650.61,-1055.30
1.366699,-561.78,666.42,-1038.70
1.390714,-594.89,692.98,-995.51
1.415142,-632.80,716.37,-958.16
1.469578,-858.14,747.15,-904.23
1.491504,-899.09,768.89,-883.42
1.603190,-1074.39,899.31,-844.23
1.625227,-1075.16,932.94,-846.54
1.647987,-1108.46,956.85,-860.01
1.670569,-1158.32,976.45,-878.26
1.693846,-1199.66,998.78,-899.68
1.808591,-1214.59,1136.57,-1075.24
1.838718,-1249.17,1160.11,-1123.19
1.860718,-1277.74,1177.83,-1175.14
1.882515,-1293.18,1196.39,-1228.97
