time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.033133,1160.69,-2946.56,268.80
0.055284,782.70,-4398.63,533.58
0.083525,974.72,-4806.05,591.95
0.106038,617.91,-4905.17,464.73
0.128069,617.91,-4905.17,464.73
0.157681,617.91,-4905.17,464.73
0.178801,617.91,-4905.17,464.73
0.200604,617.91,-4905.17,464.73
0.221776,617.91,-4905.17,464.73
0.241708,0.00,0.00,0.00
0.269263,-263.57,-1574.10,-509.53
0.311242,109.86,-3589.52,-1338.82
0.332193,85.39,-3780.72,-1406.01
0.380457,32.11,-3609.35,-1164.81
0.400864,32.11,-3609.35,-1164.81
0.440087,-1042.23,-3944.94,-1416.02
0.461158,-501.22,-3760.26,-1277.00
0.492582,-161.17,-3500.45,-1334.28
0.513645,-161.17,-3500.45,-1334.28
