time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.024950,110.61,-1402.24,-674.92
0.051638,-5475.64,-225.59,-2169.61
0.080260,-3827.88,-1190.17,-2893.62
0.102654,-2687.00,-1880.11,-3267.31
0.126842,-1861.01,-2338.78,-3560.41
0.149516,-1393.56,-2622.79,-3807.75
0.199185,248.61,-3298.35,-3950.38
0.221404,755.19,-3422.00,-3679.75
0.247528,915.32,-3334.19,-3379.75
0.270055,0.00,0.00,0.00
0.296169,-69.34,-763.44,241.41
0.322283,-2824.17,-1534.16,686.94
0.347063,-2276.12,-1789.63,899.46
0.369327,-1512.66,-1854.73,954.28
0.395003,-165.27,-2085.47,993.96
0.432212,352.51,-1968.98,737.33
0.458143,-86.65,-2009.87,515.94
0.481847,-274.13,-2024.14,299.79
0.503173,66.64,-2054.21,132.75
0.536414,244.92,-1997.15,-170.72
0.562739,-1.47,-2052.63,-437.60
0.597886,-141.10,-2007.32,-777.33
0.621005,121.25,-1943.40,-993.93
0.649158,275.94,-1871.58,-1255.32
0.673520,106.88,-1933.45,-1515.15
0.703609,-47.99,-1941.00,-1814.01
0.728238,-135.59,-1936.90,-2060.82
0.750528,-167.02,-1911.20,-2276.00
0.773981,-179.94,-1880.52,-2499.25
0.799291,69.60,-1774.52,-2731.35
0.825835,225.03,-1681.23,-2969.43
0.851352,126.65,-1731.06,-3237.06
0.881770,55.08,-1695.88,-3414.60
0.904976,196.33,-1579.25,-3386.50
0.937719,0.00,0.00,0.00
1.014507,-1005.08,-1580.71,526.95
1.249289,0.00,0.00,0.00
1.278903,188.54,755.13,-480.70
1.301838,-3.70,1219.03,-996.30
1.327831,149.83,1474.45,-1395.61
1.352183,191.13,1568.30,-1661.90
1.374837,-644.47,1485.84,-2208.00
1.399767,-785.43,1498.21,-2554.49
1.447747,-400.03,1598.58,-2842.88
1.470389,-265.22,1586.71,-2701.38
1.493008,-147.59,1563.42,-2534.92
1.515870,0.00,0.00,0.00
1.537598,1290.75,943.07,384.69
1.570530,773.16,952.38,697.07
1.592277,-290.04,1039.68,607.64
1.623877,-430.56,988.26,331.29
1.647340,-321.72,1004.92,136.29
1.670650,-213.74,1014.56,-70.85
1.693455,-99.45,1031.78,-269.85
1.716151,-26.91,1052.08,-478.80
1.738896,37.95,1070.83,-688.62
1.761471,248.89,1123.27,-878.89
1.790662,389.85,1134.79,-1134.22
1.814092,480.60,1135.40,-1339.36
1.836622,530.63,1130.36,-1538.44
1.859345,536.95,1123.53,-1746.95
1.884888,404.62,1143.30,-2030.36
1.911751,316.66,1144.04,-2310.68
1.938074,285.66,1106.42,-2486.96
1.964971,234.58,1044.16,-2586.32
1.990875,0.00,0.00,0.00
2.018819,94.81,214.77,43.83
2.040907,-426.52,629.60,176.45
2.063920,-277.38,662.65,198.42
2.088392,-146.33,633.72,94.53
2.111378,-38.79,609.86,-41.14
2.135709,29.13,583.92,-223.15
2.157531,56.96,582.99,-407.44
2.181335,78.17,579.10,-613.78
2.205170,97.96,568.20,-821.19
2.227601,207.64,559.08,-1014.78
2.254396,265.69,543.96,-1255.97
2.278928,283.07,540.38,-1479.97
2.302954,300.54,526.61,-1692.81
2.326568,301.49,515.80,-1903.20
2.349161,308.22,512.55,-2099.28
2.371693,288.01,512.25,-2253.39
2.393334,202.06,541.01,-2385.32
2.424217,136.13,542.16,-2549.71
2.447406,139.66,530.65,-2615.99
2.480080,152.57,501.96,-2728.14
2.502993,158.48,476.23,-2742.98
2.527433,147.02,461.54,-2766.06
2.551612,157.10,443.74,-2773.29
2.575530,122.87,455.53,-2779.77
2.599814,98.59,459.36,-2782.35
2.621841,85.43,462.24,-2763.69
2.650975,55.40,469.85,-2791.74
2.673458,108.47,469.36,-2746.71
2.703309,153.86,453.98,-2747.98
2.726227,180.89,444.70,-2692.59
2.756097,200.28,426.01,-2683.06
2.780084,121.48,465.01,-2644.31
2.804437,75.82,495.34,-2609.97
2.828699,60.72,505.67,-2576.45
2.854160,119.22,490.26,-2541.86
2.884055,164.31,461.53,-2533.45
2.912761,124.69,481.35,-2521.17
2.939165,98.92,490.78,-2489.49
2.961612,132.94,482.93,-2429.12
2.991574,162.76,465.32,-2427.62
3.014092,169.14,459.11,-2375.99
3.037110,171.97,451.57,-2341.24
3.060077,177.84,443.17,-2314.52
3.084345,119.73,484.72,-2316.30
3.111336,86.62,505.41,-2332.85
3.133721,79.65,512.41,-2312.92
3.159802,68.27,513.47,-2324.99
3.182888,52.92,516.67,-2316.24
3.207207,55.51,508.80,-2317.64
3.231141,48.94,505.72,-2319.39
3.255065,125.97,465.17,-2306.37
3.279465,184.70,430.43,-2299.33
3.304339,236.39,397.14,-2293.84
3.328257,264.02,375.80,-2284.38
3.351349,282.03,358.95,-2271.67
3.374283,250.22,389.78,-2270.81
3.399583,211.61,415.84,-2288.16
3.423163,163.67,442.48,-2295.98
3.448534,118.44,459.22,-2316.60
