time_s,raw_x,raw_y,raw_z
0.000000,198.65,2406.01,-710.81
0.113524,247.68,1989.42,-1049.90
0.135351,105.96,1953.51,-1006.96
0.164550,122.17,1890.82,-936.93
0.186138,122.24,1832.94,-878.32
0.211184,148.04,1766.82,-816.62
0.232220,155.28,1711.09,-771.59
0.252179,161.49,1652.81,-725.53
0.276420,173.21,1593.46,-689.73
0.297949,185.75,1539.82,-659.57
0.324695,324.86,1447.60,-606.33
0.352455,350.73,1398.20,-590.50
0.373792,337.14,1343.62,-582.80
0.402168,355.46,1298.17,-576.25
0.423797,355.82,1246.77,-578.39
0.445550,372.50,1201.15,-580.98
0.467990,380.89,1153.27,-591.43
0.489308,388.01,1105.38,-606.75
0.514419,393.52,1057.52,-625.12
0.535025,287.75,955.63,-682.21
0.566125,281.30,898.33,-725.69
0.588495,305.23,857.79,-755.74
0.613808,320.87,813.72,-797.79
0.636276,330.99,770.01,-845.04
0.658329,424.25,745.96,-891.62
0.733928,456.46,636.11,-1059.03
0.755289,475.65,605.18,-1028.27
0.778526,473.82,565.33,-983.01
0.802229,489.75,532.50,-923.97
