time_s,kf_x,kf_y,kf_z
0.000000,-93.52,2604.54,-1192.05
0.033133,-33.21,2451.42,-1166.58
0.055284,-22.19,2329.71,-1133.93
0.083525,9.91,2184.28,-1096.81
0.106038,8.75,2069.66,-1077.36
0.128069,8.75,2069.66,-1077.36
0.157681,8.75,2069.66,-1077.36
0.178801,8.75,2069.66,-1077.36
0.200604,8.75,2069.66,-1077.36
0.221776,8.75,2069.66,-1077.36
0.241708,330.58,1345.16,-963.26
0.269263,317.35,1266.11,-978.99
0.311242,325.84,1094.48,-1038.79
0.332193,326.64,1007.57,-1057.25
0.380457,325.97,840.53,-1051.65
0.400864,325.97,840.53,-1051.65
0.440087,193.60,583.36,-1084.36
0.461158,242.28,524.35,-1055.76
0.492582,272.30,441.16,-1052.69
0.513645,272.30,441.16,-1052.69
