time_s,raw_x,raw_y,raw_z
0.000000,56.78,2421.49,-613.73
0.033186,69.01,2327.08,-675.87
0.056459,68.82,2245.70,-742.17
0.081100,85.17,2155.69,-813.82
0.104177,85.91,2078.20,-885.91
0.208612,148.11,1723.24,-992.97
0.256474,155.91,1625.29,-867.99
0.278311,146.64,1573.36,-813.51
0.305747,138.94,1524.88,-768.13
0.328398,137.56,1476.86,-726.11
0.350350,258.39,1402.69,-651.03
0.377529,265.79,1361.04,-624.55
0.399356,265.72,1318.03,-602.13
0.429885,269.68,1275.98,-585.33
0.455442,144.18,1194.50,-583.87
0.480069,149.60,1148.47,-579.43
0.514866,147.93,1103.44,-579.55
0.542098,259.67,1061.51,-575.91
0.567710,166.93,970.95,-609.46
0.595234,160.13,927.40,-631.44
0.620366,262.94,899.58,-652.78
0.645204,267.57,862.30,-682.49
0.668660,264.44,821.09,-719.93
0.692501,158.72,719.61,-806.54
0.721248,168.17,683.85,-852.99
0.744420,178.45,647.30,-905.71
0.769117,186.06,612.00,-962.27
0.792141,186.94,578.61,-1019.58
0.815255,184.28,537.60,-1094.90
0.863925,262.51,511.94,-963.77
0.892147,269.31,490.23,-913.79
0.915844,190.88,402.46,-874.11
