time_s,kf_x,kf_y,kf_z
0.000000,22.69,2591.16,-1140.88
0.023117,19.76,2579.80,-1142.73
0.046102,18.37,2565.74,-1146.09
0.068303,14.30,2552.25,-1149.94
0.091115,13.56,2537.51,-1153.17
0.116472,15.66,2521.55,-1156.89
0.139597,15.32,2507.05,-1160.75
0.162181,-5.70,2502.85,-1172.60
0.187800,-18.50,2492.94,-1184.75
0.208272,-27.16,2483.97,-1192.66
0.234238,-33.83,2471.38,-1206.13
0.255805,-37.32,2459.31,-1214.70
0.277265,-38.73,2445.77,-1223.63
0.297870,-39.48,2432.00,-1231.91
0.318743,-38.62,2417.01,-1240.88
0.348624,-40.60,2399.33,-1262.16
0.372405,-25.30,2374.40,-1268.55
0.401410,-14.56,2350.13,-1283.54
0.422854,-5.68,2331.78,-1286.40
0.444373,0.63,2314.87,-1291.49
0.465466,5.35,2298.89,-1296.71
0.486642,13.29,2281.23,-1301.88
0.513479,17.32,2262.47,-1317.36
0.534623,19.52,2248.81,-1321.44
0.557975,7.69,2237.93,-1333.62
0.591063,-1.25,2222.35,-1361.33
0.616552,-9.91,2211.59,-1370.30
0.641447,-16.06,2200.69,-1377.23
0.665229,-8.86,2181.95,-1378.28
0.692798,1.47,2161.13,-1385.23
0.714965,-7.48,2149.06,-1384.91
0.751344,-14.53,2130.96,-1410.62
0.774387,-5.71,2112.33,-1402.02
0.802720,6.14,2091.30,-1403.58
0.826068,11.12,2076.27,-1396.41
0.849198,15.12,2061.81,-1390.73
0.872435,19.16,2047.24,-1385.84
0.893793,9.70,2036.41,-1382.33
0.924225,-2.52,2022.53,-1396.49
0.947830,-10.46,2011.46,-1394.95
0.971213,-17.46,2000.04,-1393.76
0.993932,-21.45,1988.48,-1391.70
1.016437,-23.20,1976.66,-1389.94
1.039471,-24.55,1964.23,-1389.73
1.063748,-14.79,1945.87,-1389.22
1.091172,-4.79,1926.99,-1393.18
1.116875,-0.09,1911.10,-1393.40
1.140018,4.49,1897.08,-1388.83
1.167343,6.84,1882.01,-1392.61
1.188634,-2.34,1871.21,-1387.83
1.210638,-7.60,1859.43,-1385.37
1.233682,-12.31,1847.28,-1385.64
1.260563,-17.45,1834.28,-1393.03
1.283313,-8.86,1818.45,-1388.29
1.314841,0.45,1799.53,-1398.84
1.337247,6.91,1786.18,-1390.58
1.359084,1.37,1774.10,-1385.72
1.387205,-3.57,1759.82,-1392.80
1.408045,-8.42,1749.70,-1386.00
1.433858,-13.58,1737.41,-1390.03
1.455158,-14.49,1726.68,-1384.67
1.475578,-16.69,1716.57,-1379.86
1.498871,-19.30,1704.68,-1381.59
1.519452,-21.06,1694.26,-1378.60
1.557421,-23.93,1677.58,-1406.33
1.578456,-23.77,1664.87,-1396.85
1.611445,-23.19,1648.29,-1409.76
1.632878,-23.37,1637.51,-1399.13
1.659470,-23.17,1624.95,-1399.71
1.680779,-23.10,1614.95,-1391.23
1.702105,-22.21,1604.62,-1384.96
1.723302,-20.97,1594.25,-1380.16
1.747401,-20.57,1582.61,-1381.73
1.771459,-22.62,1571.02,-1383.51
1.796671,-23.17,1559.39,-1386.44
1.818590,-22.62,1549.09,-1383.10
1.843676,-21.71,1537.83,-1386.03
1.865112,-10.32,1525.55,-1379.29
1.890520,-1.14,1512.60,-1380.87
1.911676,5.54,1501.95,-1374.74
1.933654,9.11,1490.77,-1372.00
1.959688,12.21,1478.73,-1376.64
1.980629,5.80,1467.84,-1373.50
2.011147,0.20,1453.91,-1387.70
2.033499,-4.20,1443.70,-1384.29
2.059625,-9.29,1432.53,-1388.46
2.082330,-2.50,1421.20,-1383.13
2.115071,2.99,1407.01,-1395.98
2.137292,7.13,1397.78,-1386.73
2.160074,8.72,1388.67,-1381.24
2.181524,11.78,1379.94,-1374.78
2.203053,4.18,1369.18,-1372.74
2.234990,-0.15,1355.15,-1388.83
2.259597,-6.57,1344.39,-1389.07
2.282959,-11.47,1334.49,-1387.47
2.307441,-13.51,1324.15,-1387.62
2.330994,-8.58,1312.99,-1384.69
2.355379,-1.90,1302.11,-1383.10
2.377290,2.59,1292.34,-1377.80
2.401362,8.38,1282.17,-1377.01
2.423618,8.88,1272.37,-1374.26
2.444661,10.39,1263.16,-1370.03
2.466118,12.95,1254.10,-1367.78
2.488264,13.29,1244.16,-1367.65
2.513908,11.94,1233.31,-1374.07
2.535867,12.18,1223.64,-1372.67
2.557679,13.02,1214.28,-1371.09
2.579512,11.86,1204.37,-1370.74
2.602039,11.11,1194.69,-1372.01
2.626455,8.71,1184.04,-1376.75
