time_s,raw_x,raw_y,raw_z
0.000000,-640.56,2995.28,-457.75
0.025090,-356.81,2704.35,-524.72
0.054391,-341.91,2630.84,-578.08
0.079276,-646.78,2700.94,-702.04
0.107526,-612.00,2609.43,-771.13
0.129633,-624.46,2547.73,-848.82
0.154580,-612.67,2473.91,-927.21
0.177308,-589.88,2393.26,-1007.54
0.199299,-335.48,2198.36,-1050.37
0.227276,-380.40,2170.80,-1018.74
0.249260,-379.61,2130.79,-949.71
0.275000,-367.86,2089.62,-888.48
0.297466,-372.99,2050.96,-825.83
0.320033,-352.61,2004.34,-772.94
0.346351,-360.75,1966.27,-727.40
0.372184,-529.51,1953.33,-691.89
0.397795,-512.32,1907.74,-654.92
0.421950,-353.41,1813.77,-597.22
0.451902,-364.19,1778.19,-578.13
0.475597,-375.01,1744.25,-561.80
0.500541,-356.38,1698.61,-549.52
0.523406,-498.27,1662.35,-553.26
0.556091,-525.75,1627.92,-556.66
0.604185,-338.22,1515.84,-569.35
0.635955,-327.31,1479.92,-584.50
0.661058,-365.56,1442.39,-611.85
0.691134,-453.06,1393.95,-664.97
0.715298,-322.71,1343.55,-702.15
0.742463,-347.28,1309.79,-745.80
0.767254,-434.70,1252.09,-834.38
0.795711,-454.84,1215.63,-898.56
0.819293,-453.09,1184.22,-951.39
0.843497,-451.09,1151.97,-1013.65
0.865664,-438.41,1124.36,-1078.76
0.887633,-436.82,1093.31,-1102.19
0.910566,-428.16,1067.65,-1051.70
0.933502,-345.51,1040.87,-970.90
0.966153,-327.62,1022.25,-934.83
0.987916,-423.90,963.54,-922.55
1.020296,-432.95,934.55,-905.94
1.042670,-424.36,912.87,-892.15
1.139947,-328.13,823.91,-872.17
1.163311,-322.12,802.49,-879.19
1.191369,-318.66,781.01,-892.06
1.216752,-394.56,722.14,-942.06
1.245616,-397.82,698.12,-973.63
1.270016,-321.79,691.29,-1000.84
1.304907,-323.70,666.04,-1043.58
1.328521,-392.85,610.85,-1108.79
1.356436,-409.46,579.32,-1067.12
1.380507,-400.56,556.85,-1028.92
1.404706,-310.01,558.37,-960.81
1.429009,-303.42,537.32,-939.87
1.457771,-280.58,527.37,-915.75
1.486868,-286.63,499.41,-905.97
1.513012,-294.22,453.37,-897.75
1.688749,-343.58,275.96,-1038.43
1.710900,-348.79,251.73,-1074.84
1.734527,-264.18,270.35,-1055.93
1.840057,-353.93,132.09,-969.95
1.867739,-344.54,120.17,-957.34
1.890250,-323.67,113.07,-945.55
1.913153,-254.10,128.69,-926.96
1.940419,-266.82,101.67,-934.90
1.963350,-268.11,66.59,-952.53
1.998311,-301.92,30.64,-977.98
2.021099,-262.41,29.05,-1001.14
2.052845,-244.43,25.24,-1024.76
2.076269,-292.29,-34.78,-1088.15
2.106918,-299.00,-59.81,-1128.27
