time_s,corr_x,corr_y,corr_z
0.000000,407.92,2172.75,-395.16
0.024486,396.17,2105.72,-436.34
0.050973,197.71,2079.68,-514.47
0.074760,166.87,2014.50,-574.88
0.097406,358.78,1840.58,-644.12
0.150297,177.06,1705.28,-848.10
0.283709,322.82,1352.68,-1019.23
0.306122,306.57,1313.17,-964.08
0.328402,194.52,1238.52,-900.11
0.360170,188.32,1195.74,-847.31
0.382247,180.14,1151.33,-802.33
0.407779,200.77,1110.10,-746.43
0.429951,174.17,1063.10,-714.32
0.452860,185.18,1026.42,-681.55
0.475903,177.82,979.28,-651.80
0.501063,273.81,951.42,-612.01
0.542527,285.72,913.13,-596.01
0.571461,282.51,840.38,-583.88
0.596213,263.54,796.64,-586.78
0.621152,268.33,761.49,-591.52
0.645009,264.57,723.79,-602.27
0.668293,163.72,621.36,-636.79
0.696086,160.77,580.34,-662.43
0.721162,181.83,555.52,-686.26
0.746913,182.80,521.57,-716.82
0.779896,247.13,506.96,-762.78
0.809833,245.18,472.47,-804.94
0.866504,235.93,374.07,-958.73
0.890613,185.87,286.38,-1062.64
0.924637,177.32,246.41,-1142.79
1.414191,184.40,406.59,-1175.39
1.443185,210.47,417.15,-1170.96
1.466177,154.25,377.30,-1195.85
1.496301,147.34,356.30,-1199.62
1.519049,129.54,314.62,-1210.59
