time_s,raw_x,raw_y,raw_z
0.000000,180.77,2402.79,-660.62
0.070492,-63.32,2224.50,-995.80
0.103263,-58.63,2122.92,-1092.73
0.170158,2.20,1904.79,-952.68
0.213818,14.91,1781.80,-814.53
0.234141,-5.75,1726.26,-757.90
0.260384,156.29,1620.43,-659.75
0.290085,168.67,1564.72,-618.89
0.310663,167.94,1514.59,-585.99
0.337767,156.10,1461.45,-558.93
0.359609,174.99,1413.95,-535.39
0.381362,164.28,1359.81,-519.70
0.402638,182.83,1315.86,-505.43
0.428128,150.62,1256.49,-499.01
0.452751,146.74,1212.07,-498.81
0.479104,23.75,1113.61,-510.88
0.550101,25.44,1061.19,-519.78
0.571015,28.26,911.29,-581.11
0.592232,34.65,861.72,-610.79
0.613854,38.49,818.75,-642.75
0.634163,42.22,770.58,-682.51
0.661240,168.40,754.08,-726.40
0.689706,150.55,703.54,-782.42
0.709867,147.94,664.01,-831.70
0.757960,169.91,591.49,-944.02
0.779391,160.77,551.26,-1006.13
0.804506,167.58,515.02,-1067.48
0.831328,186.62,491.11,-1011.90
0.852979,176.42,449.95,-962.27
0.875036,70.75,329.41,-914.90
0.902176,72.92,294.34,-864.59
0.923275,55.37,250.43,-830.05
0.948999,60.12,217.08,-793.23
0.971310,-260.95,97.79,-54.27
1.033714,-337.56,56.65,-58.93
1.158049,-6.38,168.67,-805.20
1.178288,-20.34,214.67,-846.78
1.202136,-17.72,267.50,-885.43
1.223352,-14.68,323.79,-939.72
1.250553,-71.88,342.16,-1003.80
1.300873,38.71,513.64,-1059.60
1.322376,24.58,534.82,-1015.34
1.349953,13.38,559.40,-965.01
1.373272,-4.98,579.36,-926.40
1.394397,-97.72,581.04,-890.48
1.425882,-114.87,601.59,-861.39
1.446779,-117.37,629.79,-835.61
1.468098,-142.24,648.31,-821.50
1.490694,-153.02,674.10,-801.21
1.510951,-165.91,696.09,-789.51
1.536805,-183.27,718.77,-784.33
1.558193,-182.91,744.47,-780.43
1.671431,-137.08,903.21,-840.99
1.702260,-159.54,920.18,-868.52
1.724340,-140.04,943.57,-892.65
1.749654,-170.83,962.15,-935.05
1.772815,-174.73,985.55,-974.85
1.793884,-280.91,998.60,-1079.40
1.826257,-262.97,1022.65,-1110.60
1.849660,-271.43,1038.13,-1049.35
1.870997,-281.36,1053.29,-1010.06
1.893749,-285.61,1068.99,-972.41
1.916219,-294.71,1084.98,-939.56
1.939510,-304.25,1101.08,-914.03
1.962096,-314.69,1113.81,-894.64
1.984164,-308.39,1130.49,-872.92
2.005790,-315.11,1146.63,-863.15
2.050710,-333.24,1175.31,-853.31
2.102375,-292.18,1219.04,-855.14
2.124757,-271.71,1238.57,-861.30
2.150486,-302.73,1250.49,-882.92
2.172420,-322.60,1263.64,-908.41
2.199749,-318.01,1275.47,-929.68
2.221685,-328.82,1291.34,-963.40
2.243448,-385.45,1309.81,-1036.47
2.265714,-401.44,1323.12,-1085.45
2.290753,-377.06,1336.58,-1092.67
2.312559,-385.35,1352.79,-1055.49
2.338392,-386.09,1365.10,-1018.87
2.360839,-416.20,1380.06,-995.83
2.383915,-427.58,1395.70,-971.62
2.405517,-421.28,1410.84,-951.14
2.426778,-431.22,1424.64,-938.27
2.450118,-433.33,1438.93,-927.47
2.471138,-413.06,1463.66,-915.24
2.500452,-396.34,1472.66,-912.60
2.521190,-395.24,1485.73,-918.44
2.549088,-398.68,1496.57,-928.77
2.570748,-400.54,1511.58,-943.43
2.591831,-398.57,1522.84,-961.52
2.614379,-408.98,1537.27,-986.79
2.635509,-411.31,1550.05,-1018.32
2.660885,-482.18,1574.60,-1087.81
2.688918,-472.85,1588.82,-1098.28
2.709549,-482.28,1600.54,-1092.03
2.737611,-501.06,1616.37,-1094.85
2.758764,-490.84,1629.57,-1096.02
2.779374,-504.34,1642.81,-1104.67
2.801586,-505.64,1651.50,-1105.87
2.822402,-509.49,1665.46,-1103.87
2.851401,-514.86,1678.25,-1103.76
2.872940,-459.04,1692.69,-1095.55
2.901443,-451.56,1704.41,-1090.55
2.923496,-475.25,1719.76,-1095.10
2.948534,-480.38,1733.49,-1098.65
2.970607,-509.40,1747.02,-1108.69
2.990778,-496.56,1756.88,-1097.43
3.013790,-491.58,1769.98,-1099.22
3.034113,-498.26,1781.79,-1103.24
3.060363,-560.71,1809.91,-1117.64
3.089294,-541.75,1817.59,-1110.06
3.109832,-566.65,1832.02,-1116.55
3.137705,-569.15,1844.06,-1113.64
3.158468,-579.85,1859.51,-1114.87
3.179127,-600.68,1875.61,-1120.41
3.201380,-569.63,1880.99,-1110.88
3.221932,-584.17,1897.77,-1113.38
3.249198,-607.34,1912.08,-1123.07
3.269242,-547.58,1915.55,-1102.42
3.301274,-550.60,1930.00,-1101.56
3.322164,-550.83,1938.91,-1104.33
3.350464,-563.52,1952.80,-1104.09
3.373916,-564.17,1963.28,-1104.81
3.396610,-618.28,1994.75,-1118.26
3.427165,-621.18,2004.54,-1119.70
3.449779,-630.94,2018.30,-1119.47
3.472334,-637.26,2032.48,-1124.69
3.493138,-645.67,2043.97,-1123.56
3.514895,-655.48,2058.06,-1123.41
3.539591,-653.58,2068.62,-1116.13
3.561586,-669.40,2085.42,-1119.95
3.583627,-657.46,2091.88,-1116.28
3.605340,-671.90,2107.56,-1120.22
3.627244,-669.91,2118.62,-1120.05
3.651243,-677.35,2131.15,-1119.63
3.672442,-620.68,2129.88,-1101.65
3.702107,-637.84,2145.56,-1105.50
