time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.025090,0.00,0.00,0.00
0.054391,0.00,0.00,0.00
0.079276,-150.58,-3313.51,-2783.44
0.107526,221.53,-3356.35,-3208.66
0.129633,155.78,-3260.77,-3485.66
0.154580,176.69,-3172.61,-3716.74
0.177308,282.42,-3190.35,-3914.98
0.199299,1489.35,-3793.89,-4011.63
0.227276,1696.86,-3752.56,-3909.26
0.249260,1662.31,-3586.51,-3625.87
0.275000,0.00,0.00,0.00
0.297466,-106.57,-678.11,325.13
0.320033,375.73,-1504.87,953.76
0.346351,144.35,-1598.50,1234.02
0.372184,-1698.94,-1316.80,1198.60
0.397795,-1690.03,-1338.45,1068.77
0.421950,-601.84,-1684.01,1007.41
0.451902,-144.31,-1753.86,774.49
0.475597,14.24,-1755.21,572.39
0.500541,144.96,-1761.62,345.82
0.523406,-185.48,-1754.01,115.88
0.556091,-452.43,-1687.24,-211.37
0.604185,-9.52,-1734.85,-673.98
0.635955,258.12,-1704.85,-964.96
0.661058,281.30,-1674.54,-1198.80
0.691134,37.63,-1650.65,-1499.77
0.715298,215.53,-1662.90,-1738.79
0.742463,251.90,-1642.34,-1999.55
0.767254,44.60,-1670.47,-2272.54
0.795711,-148.96,-1662.12,-2569.98
0.819293,-260.60,-1638.42,-2805.40
0.843497,-316.29,-1605.72,-3038.50
0.865664,-309.92,-1566.45,-3248.75
0.887633,-288.92,-1532.83,-3417.27
0.910566,-242.58,-1489.07,-3498.49
0.933502,-21.13,-1442.91,-3478.19
0.966153,0.00,0.00,0.00
0.987916,-1701.11,-1022.20,-93.62
1.020296,-1009.75,-1084.36,-69.25
1.042670,-540.09,-1055.27,-54.77
1.139947,575.96,-953.35,-565.81
1.163311,615.71,-942.82,-710.20
1.191369,578.05,-921.06,-929.42
1.216752,266.70,-1024.32,-1196.30
1.245616,60.08,-1064.42,-1477.76
1.270016,154.16,-1033.04,-1699.25
1.304907,191.98,-981.76,-1999.08
1.328521,14.98,-1037.69,-2222.78
1.356436,-141.45,-1079.21,-2368.01
1.380507,-207.79,-1095.86,-2411.99
1.404706,0.00,0.00,0.00
1.429009,108.09,-374.21,-29.11
1.457771,531.56,-406.12,113.10
1.486868,273.72,-629.51,44.49
1.513012,87.56,-934.84,-89.32
1.688749,0.00,0.00,0.00
1.710900,-101.38,-423.65,-499.60
1.734527,1886.51,165.85,-594.89
1.840057,-292.48,-1027.66,-330.10
1.867739,-264.49,-978.62,-412.45
1.890250,-157.43,-908.42,-514.87
1.913153,131.83,-757.20,-618.92
1.940419,241.67,-692.02,-797.87
1.963350,280.75,-710.66,-966.62
1.998311,174.78,-755.66,-1251.41
2.021099,211.63,-738.50,-1428.83
2.052845,265.54,-674.36,-1675.49
2.076269,157.06,-748.35,-1886.91
2.106918,54.41,-802.53,-2149.88
