time_s,kf_x,kf_y,kf_z
0.000000,-592.05,2995.28,-510.86
0.025090,-592.05,2995.28,-510.86
0.054391,-592.05,2995.28,-510.86
0.079276,-605.14,2707.25,-716.04
0.107526,-584.02,2610.72,-814.09
0.129633,-583.62,2543.06,-894.42
0.154580,-578.14,2468.41,-982.67
0.177308,-565.07,2394.79,-1066.23
0.199299,-443.60,2266.99,-1136.86
0.227276,-379.44,2165.32,-1191.48
0.249260,-346.20,2102.32,-1193.28
0.275000,-341.36,2089.62,-941.60
0.297466,-346.72,2055.53,-916.65
0.320033,-332.53,2011.79,-866.94
0.346351,-333.76,1967.68,-808.48
0.372184,-447.95,1944.41,-761.19
0.397795,-490.75,1908.96,-721.18
0.421950,-429.70,1844.28,-677.28
0.451902,-397.55,1786.18,-643.03
0.475597,-381.90,1744.46,-622.76
0.500541,-364.69,1699.85,-608.48
0.523406,-405.87,1660.59,-604.16
0.556091,-449.31,1612.62,-606.92
0.604185,-407.80,1524.67,-626.41
0.635955,-369.97,1473.83,-647.97
0.661058,-360.21,1435.32,-672.32
0.691134,-386.04,1388.31,-714.27
0.715298,-360.19,1346.71,-753.86
0.742463,-349.25,1304.42,-803.28
0.767254,-372.01,1259.76,-863.36
0.795711,-397.89,1213.40,-936.61
0.819293,-417.07,1177.53,-1000.97
0.843497,-431.20,1142.47,-1070.65
0.865664,-437.32,1112.39,-1138.61
0.887633,-441.18,1082.69,-1200.55
0.910566,-441.30,1053.68,-1245.51
0.933502,-415.75,1026.02,-1267.05
0.966153,-327.08,1022.25,-987.94
0.987916,-412.93,970.66,-984.22
1.020296,-439.00,934.95,-972.15
1.042670,-436.86,912.22,-959.04
1.139947,-349.49,822.35,-943.66
1.163311,-330.84,801.45,-945.37
1.191369,-318.51,777.85,-958.96
1.216752,-344.72,740.91,-989.16
1.245616,-364.39,706.03,-1027.43
1.270016,-350.34,684.26,-1062.63
1.304907,-339.79,655.22,-1118.48
1.328521,-359.65,624.33,-1166.61
1.356436,-380.98,589.59,-1202.52
1.380507,-393.65,561.29,-1216.86
1.404706,-320.74,558.37,-1013.93
1.429009,-315.33,539.65,-1006.36
1.457771,-295.33,527.62,-986.50
1.486868,-294.20,503.38,-970.64
1.513012,-300.24,465.28,-961.19
1.688749,-361.17,275.96,-1091.55
1.710900,-366.28,254.63,-1108.17
1.734527,-298.98,265.29,-1115.44
1.840057,-363.72,138.28,-1050.95
1.867739,-368.24,116.11,-1033.72
1.890250,-360.53,103.04,-1025.22
1.913153,-327.58,101.34,-1017.77
1.940419,-310.02,88.99,-1021.38
1.963350,-299.43,70.71,-1031.09
1.998311,-303.73,39.87,-1058.67
2.021099,-294.76,24.98,-1079.76
2.052845,-280.60,10.38,-1115.51
2.076269,-289.48,-15.71,-1153.22
2.106918,-299.08,-46.25,-1206.78
