time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.027242,-4969.37,382.31,-1381.93
0.054055,-2524.39,-1827.45,-2429.94
0.079199,-1267.48,-2759.03,-2956.98
0.102102,-816.21,-3156.26,-3291.77
0.124870,-560.11,-3371.94,-3540.89
0.179283,814.83,-3745.14,-3512.13
0.205336,1036.42,-3651.07,-3135.15
0.230994,1034.87,-3471.27,-2796.83
0.254376,0.00,0.00,0.00
0.278114,94.71,-1002.52,248.19
0.299903,-138.68,-1877.41,725.12
0.324856,-189.13,-2038.12,886.03
0.348207,97.47,-2155.70,977.97
0.371753,1142.56,-2300.00,1038.33
0.400640,1320.57,-2220.48,854.05
0.435795,504.42,-2296.08,467.97
0.463138,166.22,-2271.37,169.51
0.486010,435.18,-2224.88,-35.16
0.515462,480.17,-2152.37,-319.43
0.540680,173.01,-2253.40,-604.64
0.572421,-22.48,-2254.57,-932.39
0.595599,170.45,-2162.62,-1160.13
0.624915,277.53,-2057.69,-1439.12
0.651406,91.43,-2128.65,-1732.11
0.680000,-54.43,-2132.46,-2027.27
0.738853,107.09,-1905.88,-2573.49
0.763233,-39.59,-1952.57,-2846.02
0.790090,-133.15,-1952.71,-3106.02
0.814918,-196.42,-1927.37,-3217.50
0.837738,39.42,-1750.38,-3162.52
