time_s,kf_x,kf_y,kf_z
0.000000,41.55,2507.39,-415.64
0.025483,129.84,2357.76,-435.71
0.049738,128.18,2245.63,-480.29
0.075707,127.18,2125.51,-536.44
0.099072,127.18,2125.51,-536.44
0.122441,127.18,2125.51,-536.44
0.145293,127.18,2125.51,-536.44
0.177551,127.18,2125.51,-536.44
0.200004,115.91,1491.63,-929.53
0.224144,115.81,1403.40,-965.77
0.273394,316.18,1204.61,-1082.44
0.324326,203.72,994.78,-1079.13
0.353326,157.54,902.22,-1041.15
0.376861,120.04,848.51,-910.59
0.401417,121.24,792.64,-890.95
0.423986,122.16,731.76,-855.12
0.448497,124.66,665.15,-810.57
0.471968,110.50,592.99,-776.15
0.495405,210.30,568.37,-729.77
0.522219,252.76,521.01,-699.36
0.545148,194.34,413.35,-691.45
0.576009,148.52,306.86,-689.85
