time_s,kf_x,kf_y,kf_z
0.000000,-291.13,2781.78,-1013.31
0.022267,-262.20,2681.52,-1043.94
0.043985,-211.01,2560.26,-1106.85
0.066761,-133.12,2420.95,-1129.19
0.089157,-61.25,2296.45,-1100.51
0.113649,115.10,2110.22,-1018.17
0.142458,227.09,1966.27,-949.07
0.164397,281.88,1875.87,-896.50
0.190415,343.08,1775.03,-851.43
0.211416,376.73,1702.82,-817.89
0.232454,409.35,1630.34,-790.69
0.253403,437.55,1559.53,-769.83
0.274990,464.01,1488.86,-754.06
0.302174,500.73,1404.71,-742.81
0.323747,463.76,1330.25,-748.36
0.353670,445.35,1234.62,-760.04
0.376670,428.52,1164.67,-772.39
0.401118,423.11,1090.66,-789.49
0.422547,423.35,1024.65,-807.92
0.443812,431.52,955.89,-830.31
0.466097,447.41,884.64,-857.35
0.486638,467.46,817.10,-886.21
