time_s,raw_x,raw_y,raw_z
0.000000,-80.94,2633.31,-755.60
0.030897,15.40,2478.88,-802.78
0.053832,20.52,2372.86,-878.89
0.123918,319.74,1918.76,-1040.80
0.145714,307.87,1859.57,-998.65
0.169928,310.81,1798.12,-933.33
0.192381,319.90,1737.60,-875.60
0.213438,332.68,1673.89,-821.41
0.234661,340.10,1616.88,-772.45
0.256075,349.85,1557.36,-731.11
0.281570,364.99,1501.01,-692.62
0.303972,168.19,1416.79,-684.91
0.333287,218.69,1352.99,-653.49
0.355561,228.37,1292.21,-635.69
0.381771,226.03,1228.48,-622.99
0.403916,229.48,1166.19,-615.04
0.429368,245.92,1108.22,-613.13
0.455530,246.60,1048.02,-617.76
0.480255,399.34,1003.31,-610.49
0.504601,411.49,951.49,-624.25
0.530615,287.31,822.30,-680.54
0.563114,287.58,762.11,-718.80
0.587663,305.40,714.65,-745.16
0.610108,436.73,704.46,-768.00
0.636746,440.19,656.43,-811.88
0.682109,445.53,563.37,-909.69
0.702299,371.56,435.07,-1039.01
0.732970,367.03,380.60,-1104.18
