time_s,raw_x,raw_y,raw_z
0.000000,310.72,2253.45,-280.84
0.033866,37.54,2264.45,-307.31
0.056673,27.64,2171.40,-344.46
0.079933,300.29,1926.69,-411.22
0.109799,293.37,1850.85,-453.55
0.132586,289.11,1773.01,-499.08
0.177065,285.90,1624.03,-600.40
0.198646,50.51,1522.81,-735.06
0.228194,67.85,1436.12,-804.97
0.301718,67.27,1194.90,-1036.90
0.328591,273.08,1117.73,-1050.53
0.380956,84.01,935.39,-949.68
0.405701,94.77,882.46,-889.86
0.428479,99.98,826.84,-833.65
0.453121,113.97,778.68,-786.68
0.476643,104.81,718.45,-742.55
0.499535,98.91,661.10,-707.26
0.522283,113.51,615.28,-678.85
0.544289,263.24,612.77,-621.70
0.573352,267.05,569.43,-606.49
0.595908,254.15,515.61,-597.90
0.619115,254.15,469.46,-593.52
0.640904,247.71,418.53,-594.53
