time_s,kf_x,kf_y,kf_z
0.000000,269.49,1895.49,-1045.47
0.029876,265.58,1835.70,-1021.01
0.051633,142.21,1784.37,-981.23
0.101942,96.84,1646.83,-865.59
0.128992,104.51,1576.24,-800.52
0.150820,97.47,1515.31,-755.18
0.173189,87.76,1449.45,-715.46
0.194775,92.76,1386.84,-680.96
0.215150,98.73,1326.81,-652.13
0.239670,160.23,1251.83,-618.33
0.268456,215.22,1176.49,-591.73
0.289153,252.76,1123.04,-577.44
0.315775,277.66,1057.92,-569.38
0.336548,301.22,1008.81,-568.33
0.357825,310.61,956.67,-573.27
0.381418,322.33,901.02,-584.02
0.403936,332.53,850.43,-599.24
0.428112,338.35,797.67,-621.39
0.447978,303.76,728.88,-653.05
0.479814,277.15,642.42,-704.01
0.500474,250.66,584.32,-745.17
0.528664,229.72,515.42,-802.88
0.548993,218.91,468.20,-850.65
0.571490,213.00,419.10,-906.58
0.593339,212.75,374.66,-964.74
0.615495,209.67,328.63,-1029.15
0.640563,240.29,294.92,-1097.80
