time_s,corr_x,corr_y,corr_z
0.000000,91.34,2421.49,-666.84
0.033186,101.27,2327.08,-728.98
0.056459,99.10,2245.70,-795.28
0.081100,113.27,2155.69,-866.94
0.104177,112.12,2078.20,-939.03
0.208612,165.70,1723.24,-1046.09
0.256474,171.12,1625.29,-921.10
0.278311,160.58,1573.36,-866.63
0.305747,151.70,1524.88,-821.24
0.328398,149.16,1476.86,-779.23
0.350350,268.18,1402.69,-704.14
0.377529,274.57,1361.04,-677.67
0.399356,273.46,1318.03,-655.24
0.429885,276.40,1275.98,-638.45
0.455442,148.92,1194.50,-636.99
0.480069,153.22,1148.47,-632.55
0.514866,150.45,1103.44,-632.67
0.542098,261.17,1061.51,-629.02
0.567710,166.23,970.95,-662.57
0.595234,158.38,927.40,-684.55
0.620366,260.51,899.58,-705.90
0.645204,264.23,862.30,-735.60
0.668660,260.10,821.09,-773.04
0.692501,151.91,719.61,-859.66
0.721248,160.49,683.85,-906.10
0.744420,169.88,647.30,-958.83
0.769117,176.63,612.00,-1015.39
0.792141,176.70,578.61,-1072.69
0.815255,173.05,537.60,-1148.02
0.863925,250.65,511.94,-1016.89
0.892147,256.92,490.23,-966.90
0.915844,176.36,402.46,-927.22
