time_s,raw_x,raw_y,raw_z
0.000000,145.80,2389.06,-521.43
0.029808,143.33,2313.62,-574.94
0.053201,-139.92,2345.47,-708.17
0.084485,-104.31,2246.49,-774.38
0.107874,-95.82,2159.93,-853.03
0.130477,-106.52,2087.90,-933.69
0.152340,-94.06,2003.91,-1015.62
0.177711,135.39,1833.06,-1042.93
0.203923,109.54,1787.33,-1008.43
0.225662,115.84,1742.86,-939.54
0.251639,122.47,1695.82,-876.97
0.275178,119.83,1650.87,-820.15
0.296914,134.18,1605.88,-767.32
0.319559,136.81,1562.71,-722.58
0.342509,-1.50,1506.31,-687.28
0.372360,-13.22,1457.12,-654.51
0.395768,-12.80,1409.77,-625.17
0.421144,4.33,1364.85,-598.68
0.443928,6.77,1321.14,-580.90
0.466706,138.18,1262.39,-550.70
0.495920,139.79,1221.55,-545.51
0.525092,10.13,1141.01,-559.84
0.555309,14.27,1095.74,-566.50
0.579878,152.45,1057.71,-573.44
0.610777,146.51,1020.63,-592.56
0.635282,32.90,926.83,-645.32
0.662346,52.10,892.41,-675.92
0.685969,156.98,865.72,-710.06
0.716403,137.54,819.41,-766.24
0.739466,145.32,787.81,-802.81
0.784955,152.32,719.88,-902.94
0.808053,162.28,688.09,-962.47
0.829815,150.40,649.04,-1026.11
0.889729,73.90,537.77,-1018.28
0.915896,149.72,539.00,-917.26
0.943331,166.36,520.29,-861.52
