time_s,kf_x,kf_y,kf_z
0.000000,68.77,2492.29,-710.73
0.025052,49.52,2416.46,-743.40
0.101664,49.52,2416.46,-743.40
0.129377,49.52,2416.46,-743.40
0.222599,251.79,1647.12,-863.97
0.251853,241.92,1604.02,-843.20
0.274814,251.16,1556.91,-800.92
0.299697,238.99,1505.69,-757.77
0.322516,144.08,1440.36,-724.16
0.356186,91.98,1373.21,-689.80
0.379340,154.42,1317.71,-656.67
0.411179,183.39,1254.93,-632.52
0.433524,143.53,1192.98,-624.19
0.464747,115.93,1123.82,-621.74
0.491763,94.49,1067.74,-626.92
0.517077,92.23,1019.08,-636.36
0.545103,131.58,969.03,-652.13
0.569566,157.88,926.90,-671.48
0.593613,139.89,865.29,-703.86
0.616610,124.61,808.78,-739.58
0.641334,119.25,756.34,-780.98
0.664607,109.27,705.68,-827.09
0.687879,104.18,658.45,-876.96
0.735917,139.34,580.14,-992.52
0.767658,165.82,541.32,-1072.42
0.816228,197.38,482.34,-1194.23
0.840038,166.15,426.99,-1219.64
0.866131,144.20,377.46,-1235.30
1.183747,379.51,444.41,-1003.74
1.237959,461.41,515.37,-1086.14
1.267400,481.45,533.32,-1137.88
1.293887,495.52,543.52,-1139.71
1.318501,512.65,554.49,-1121.96
1.344083,533.67,566.55,-1092.68
1.370383,549.60,576.66,-1066.40
1.665390,776.45,707.33,-1059.71
1.688581,811.19,724.42,-1073.17
1.712741,853.00,743.37,-1104.04
1.737600,886.94,759.10,-1144.84
