time_s,raw_x,raw_y,raw_z
0.000000,256.16,2301.41,-565.78
0.055658,251.77,2162.71,-684.78
0.081193,50.02,2146.28,-835.86
0.106576,41.55,2070.96,-917.37
0.176174,252.55,1768.13,-1019.68
0.197981,249.05,1723.95,-951.91
0.223981,256.32,1677.28,-887.47
0.247021,259.28,1630.11,-831.44
0.268556,275.12,1582.81,-774.67
0.295374,271.87,1539.75,-730.91
0.317336,147.77,1478.45,-694.85
0.343764,128.87,1426.15,-661.77
0.365363,143.06,1379.59,-629.74
0.393732,147.14,1333.79,-604.39
0.417134,279.10,1273.54,-563.58
0.448550,276.07,1229.13,-553.59
0.479854,279.82,1187.04,-546.46
0.502258,276.00,1145.23,-546.45
0.529766,175.01,1056.23,-564.44
0.554894,299.78,1021.19,-570.70
0.582580,281.40,976.59,-590.78
0.608819,185.16,882.18,-640.28
0.633832,188.93,840.63,-669.99
0.658289,288.99,818.19,-705.65
0.689048,299.20,778.62,-750.34
0.745579,214.92,643.19,-895.66
0.770601,300.93,632.41,-951.05
0.857526,223.52,473.38,-1034.03
0.881230,233.61,453.39,-972.04
0.906775,236.42,430.46,-924.37
0.931741,305.36,444.41,-840.71
0.953791,298.45,415.96,-801.23
0.977134,251.37,365.66,-788.66
1.261752,452.78,498.57,-1004.62
1.285516,413.32,490.22,-1095.18
1.312198,483.94,534.90,-1029.71
1.338793,480.11,535.31,-995.12
1.361732,481.69,539.44,-963.42
1.385359,457.93,535.55,-919.86
1.409164,467.42,544.32,-890.65
1.432918,485.44,555.19,-863.30
1.456005,485.88,558.24,-847.02
1.481459,492.02,565.66,-833.27
1.504280,490.17,566.26,-826.80
1.536015,493.52,571.55,-825.59
1.558962,505.77,579.64,-826.26
1.582043,519.97,590.56,-831.78
1.605015,527.11,595.70,-843.10
1.632046,536.43,605.73,-869.54
1.660017,544.37,613.80,-894.58
1.684936,543.28,615.03,-946.63
1.712165,551.07,622.43,-980.07
1.735547,552.42,625.10,-1022.22
1.780490,579.59,639.54,-1102.85
1.801881,583.98,644.60,-1089.77
1.832516,590.08,650.13,-1052.92
1.855414,586.11,646.28,-1046.98
1.880555,590.25,648.77,-1041.73
1.903401,592.37,649.77,-1042.82
1.927151,604.48,655.38,-1043.80
1.950839,608.29,656.99,-1062.59
1.973306,606.26,648.47,-1095.59
2.000245,609.78,650.04,-1104.62
2.025253,616.20,653.25,-1104.08
2.049277,624.22,655.29,-1102.73
2.072017,629.83,657.14,-1103.59
2.104449,631.93,656.92,-1105.48
2.128626,642.79,662.16,-1102.08
2.151803,652.50,664.05,-1101.09
2.176992,657.56,664.70,-1102.41
2.198967,667.72,666.47,-1101.72
2.225878,676.82,668.85,-1101.55
2.247417,677.37,665.98,-1106.14
2.280033,684.78,666.79,-1106.42
2.303841,692.08,668.62,-1105.37
2.326290,697.18,668.87,-1105.15
2.352295,703.72,669.34,-1104.98
2.374325,717.66,672.84,-1099.80
2.400965,723.67,673.79,-1098.86
2.422826,739.76,683.62,-1091.56
2.455780,740.62,679.18,-1093.95
2.477623,745.47,677.88,-1094.20
2.503476,753.55,677.56,-1093.72
2.527361,759.49,676.53,-1093.35
2.552308,776.38,681.54,-1088.17
2.578792,786.74,685.27,-1084.32
2.601840,790.79,684.14,-1084.36
2.629508,794.41,683.63,-1085.92
2.651891,798.66,679.61,-1093.49
2.679613,807.74,679.64,-1099.39
2.701889,821.90,681.94,-1108.31
2.724622,837.77,686.93,-1115.77
2.750686,853.82,687.89,-1130.17
