time_s,raw_x,raw_y,raw_z
0.000000,604.48,2108.15,-762.09
0.024474,649.01,2034.49,-699.08
0.045160,647.31,1981.73,-655.85
0.072437,649.39,1923.52,-615.77
0.094435,548.83,1883.61,-582.40
0.124626,540.82,1828.60,-555.06
0.146908,549.64,1764.22,-531.43
0.173329,570.78,1697.85,-512.09
0.194319,556.32,1645.85,-503.94
0.215827,567.69,1584.43,-496.72
0.236269,570.94,1528.66,-495.07
0.257678,572.85,1471.07,-500.18
0.282695,688.17,1391.41,-506.20
0.311222,687.60,1340.64,-522.23
0.332713,679.82,1287.01,-546.49
0.359231,693.69,1244.37,-567.98
0.390453,691.37,1192.23,-600.11
0.412340,599.99,1096.92,-678.10
0.433602,599.43,1049.43,-719.73
0.458690,605.42,997.79,-772.85
0.480161,618.76,956.15,-823.58
