time_s,kf_x,kf_y,kf_z
0.000000,448.13,537.31,-844.52
0.025676,257.18,533.04,-918.10
0.102121,257.18,533.04,-918.10
0.153968,436.34,1067.31,-960.50
0.182037,308.70,1128.61,-951.20
0.216297,277.79,1197.45,-916.55
0.237237,277.27,1258.61,-878.95
0.259185,278.71,1324.77,-844.61
0.281017,278.71,1324.77,-844.61
0.309950,278.71,1324.77,-844.61
0.331545,278.71,1324.77,-844.61
0.356592,278.71,1324.77,-844.61
0.378279,278.71,1324.77,-844.61
0.399593,456.80,1719.33,-696.51
0.421591,332.10,1833.28,-713.17
0.452391,306.64,1909.19,-740.66
0.482300,301.03,1977.36,-768.92
0.503239,301.03,1977.36,-768.92
0.532262,301.03,1977.36,-768.92
