time_s,raw_x,raw_y,raw_z
0.000000,393.85,2198.25,-296.73
0.023750,428.79,2102.73,-330.35
0.048956,436.86,2017.28,-365.84
0.072973,204.38,1985.96,-432.72
0.106127,227.42,1889.39,-485.13
0.278675,289.65,1189.09,-1056.31
0.300640,290.56,1111.55,-1129.20
0.373377,455.39,953.81,-851.22
0.399371,452.56,900.74,-803.56
0.423483,445.11,847.57,-760.28
0.447429,457.07,800.23,-717.81
0.471347,457.56,752.33,-686.18
0.494487,457.88,698.97,-652.22
0.518718,461.06,654.29,-628.76
0.543468,335.87,500.55,-622.57
1.045231,-307.58,102.49,-31.49
1.076766,-311.74,99.39,-31.40
