time_s,raw_x,raw_y,raw_z
0.000000,-412.71,2790.07,-1026.91
0.023177,-390.71,2719.30,-1126.06
0.091356,-243.03,2535.12,-875.39
0.114403,-143.73,2432.89,-751.06
0.142427,-114.22,2388.12,-684.53
0.167323,-106.65,2355.55,-629.00
0.190775,-91.39,2318.26,-577.26
0.212469,-60.79,2274.55,-530.89
0.233507,-46.72,2239.61,-488.08
0.254850,-26.36,2200.57,-453.98
0.276052,-23.29,2170.74,-425.22
0.301627,18.89,2121.27,-399.78
0.323159,-49.95,2105.15,-371.82
0.353402,-45.39,2072.68,-359.46
0.374385,-30.70,2037.68,-351.47
0.402257,-14.05,1999.30,-349.62
0.424172,3.50,1962.46,-352.70
0.444731,120.99,1880.20,-367.65
0.477427,136.56,1846.55,-383.63
0.500267,155.72,1813.68,-401.71
0.521400,184.50,1777.96,-423.37
0.543637,178.28,1749.01,-455.63
0.566370,196.88,1717.54,-486.81
0.591443,220.26,1684.36,-523.37
0.614422,228.42,1656.95,-565.69
0.639113,233.72,1630.33,-611.67
0.661016,183.23,1593.05,-705.26
0.691544,215.00,1567.05,-756.69
0.838910,285.81,1379.08,-967.61
0.865634,295.16,1354.09,-909.49
0.887678,302.32,1324.73,-852.12
0.914240,379.71,1286.83,-763.57
0.941871,389.33,1263.16,-728.58
0.963874,389.66,1233.60,-694.85
0.992184,416.40,1211.54,-660.07
1.016122,426.22,1187.41,-637.19
1.040303,426.84,1159.87,-619.43
1.063956,379.56,1111.25,-609.67
1.091404,386.90,1083.79,-603.82
1.114864,403.60,1059.78,-599.79
1.137660,472.50,1040.13,-596.36
1.170777,481.48,1014.28,-607.01
1.196593,488.80,990.38,-621.30
1.221803,445.96,935.11,-663.41
1.244822,453.04,911.64,-692.59
1.267826,457.92,887.87,-721.97
1.291654,459.40,862.69,-761.38
1.313827,539.62,856.95,-803.98
1.342678,541.63,833.73,-850.68
1.412397,557.65,773.25,-1015.80
1.456159,570.09,734.47,-1100.38
1.486072,598.84,723.35,-1076.58
1.510271,539.56,638.31,-1118.97
1.531303,569.04,631.21,-1113.44
1.553862,572.86,610.11,-1118.55
1.575630,588.18,592.28,-1112.14
1.602140,584.56,562.13,-1117.51
1.623499,597.56,541.92,-1114.53
1.645583,581.12,509.12,-1127.47
