time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.021735,251.15,-1031.34,361.24
0.049249,4082.88,-3909.38,1795.48
0.078637,3303.88,-3500.05,2177.20
0.100660,2655.79,-3228.74,2156.88
0.126356,2224.67,-3000.62,1940.25
0.148838,1989.97,-2898.56,1722.68
0.171266,1789.98,-2813.45,1488.83
0.192122,1162.38,-2777.88,1262.62
0.224356,793.84,-2671.12,901.00
0.245784,606.24,-2623.03,663.00
0.272152,944.26,-2660.87,395.01
0.301882,1130.21,-2611.86,88.25
0.323569,1221.46,-2568.30,-140.87
0.349493,1287.74,-2508.00,-411.12
0.371616,1023.84,-2565.43,-663.09
0.409975,745.41,-2506.28,-1058.58
0.431624,950.39,-2444.59,-1284.52
0.453442,1074.65,-2395.32,-1510.70
0.478282,1113.05,-2349.17,-1770.58
0.499822,1174.32,-2292.46,-1985.67
0.546039,1116.88,-2212.81,-2445.32
