time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.029808,-77.09,-1351.03,-770.40
0.053201,-5822.25,-194.58,-2294.36
0.084485,-3649.88,-1333.48,-2987.67
0.107874,-2474.17,-2017.39,-3364.35
0.130477,-1865.74,-2379.04,-3649.68
0.152340,-1383.46,-2673.82,-3891.15
0.177711,-47.52,-3246.71,-3945.92
0.203923,474.05,-3366.19,-3768.18
0.225662,709.46,-3334.56,-3444.23
0.251639,0.00,0.00,0.00
0.275178,-65.98,-795.29,282.14
0.296914,259.44,-1544.38,880.66
0.319559,240.29,-1795.43,1209.89
0.342509,-1390.80,-2012.16,1246.80
0.372360,-1567.48,-1978.73,1054.43
0.395768,-1407.89,-1975.63,890.46
0.421144,-1114.78,-1950.94,692.25
0.443928,-892.40,-1937.74,504.48
0.466706,-313.34,-1976.99,344.43
0.495920,42.40,-1950.07,93.74
0.525092,-115.24,-1999.09,-192.21
0.555309,-192.44,-1988.59,-483.16
0.579878,111.97,-1955.80,-710.59
0.610777,286.36,-1875.82,-995.53
0.635282,98.70,-1941.40,-1252.00
0.662346,13.10,-1941.04,-1521.54
0.685969,199.77,-1896.30,-1751.70
0.716403,266.00,-1837.25,-2047.47
0.739466,309.92,-1774.76,-2259.67
0.784955,320.78,-1688.39,-2681.29
0.808053,331.49,-1621.20,-2885.78
0.829815,288.96,-1590.01,-3081.91
0.889729,-70.75,-1615.14,-3422.56
0.915896,-14.56,-1496.67,-3305.32
0.943331,0.00,0.00,0.00
