time_s,corr_x,corr_y,corr_z
0.000000,323.13,1915.01,-1089.92
0.033488,293.42,1868.41,-1067.62
0.055417,158.14,1829.33,-1013.51
0.077919,155.54,1775.64,-947.65
0.104458,159.17,1723.35,-888.30
0.128534,166.05,1668.06,-835.31
0.151801,149.08,1617.59,-789.57
0.173658,290.47,1527.15,-705.14
0.200017,297.94,1476.31,-673.31
0.221611,288.75,1433.00,-649.60
0.242259,282.90,1383.63,-632.88
0.264308,278.66,1337.31,-616.32
0.289192,292.70,1293.82,-604.95
0.311127,278.70,1247.56,-600.09
0.332454,288.17,1202.65,-598.69
0.353650,286.79,1158.07,-602.35
0.384447,284.25,1111.69,-612.10
0.405922,272.10,1066.52,-627.32
0.426975,171.46,970.75,-672.07
0.455159,271.30,938.21,-696.86
0.487591,276.03,897.58,-728.24
0.508300,276.01,854.15,-768.86
0.538965,272.85,814.74,-808.59
0.571870,271.54,772.41,-853.97
0.596708,178.48,671.30,-958.41
0.624012,263.76,655.48,-1018.25
0.671767,260.70,581.28,-1127.62
0.695008,277.48,560.19,-1064.67
0.718617,169.29,451.61,-1023.78
0.743314,191.13,433.40,-967.83
0.764351,179.14,394.97,-929.19
0.792208,176.10,362.99,-890.10
0.812918,178.76,334.85,-861.59
0.834879,124.97,275.27,-849.14
