time_s,raw_x,raw_y,raw_z
0.000000,109.57,2434.81,-631.14
0.162017,335.06,1719.81,-1032.70
0.184115,197.03,1662.54,-985.05
0.214999,196.82,1604.20,-923.71
0.237382,202.51,1546.08,-866.92
0.267652,201.02,1486.72,-813.17
0.291611,328.75,1403.09,-724.40
0.321102,338.77,1348.77,-681.44
0.344590,193.46,1259.66,-668.57
0.376372,210.83,1207.57,-643.35
0.399196,208.44,1151.27,-626.70
0.421623,341.53,1099.82,-593.97
0.448603,348.94,1050.20,-589.60
0.472353,332.53,999.32,-593.37
0.496678,339.86,953.12,-598.06
0.520246,344.23,906.02,-608.76
0.550598,340.10,858.30,-626.48
0.572315,229.75,741.11,-676.37
0.597752,224.59,687.04,-706.65
0.620870,230.65,640.97,-743.55
0.643196,336.06,629.92,-773.86
0.672380,333.45,581.21,-821.99
0.695537,339.99,544.29,-862.35
0.721121,340.86,502.61,-915.41
0.743401,252.64,378.94,-1035.86
0.777713,263.91,342.09,-1097.57
