time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.023776,197.06,-354.95,-171.98
0.046401,-89.18,-371.51,-326.94
0.071489,71.21,-508.53,-413.94
0.093489,53.73,-508.47,-513.29
0.116418,35.60,-514.48,-629.32
0.139779,34.74,-522.89,-743.12
0.162382,28.50,-518.08,-853.50
0.183717,167.16,-629.77,-915.36
0.216979,227.37,-660.55,-1076.10
0.238649,131.41,-614.68,-1181.21
0.265644,65.49,-575.64,-1325.64
0.318337,35.89,-538.67,-1619.69
0.341476,-3.53,-508.33,-1675.82
0.367445,61.44,-548.42,-1751.71
0.416982,6.12,-524.14,-1994.15
0.451631,-38.01,-485.83,-2089.77
0.474165,37.10,-529.84,-2089.19
0.503463,-11.67,-510.14,-2166.32
0.527975,-41.34,-492.74,-2204.95
0.552415,-41.71,-487.34,-2243.11
0.576100,-32.97,-485.55,-2274.28
0.597138,-34.28,-483.69,-2288.82
0.621068,-29.90,-481.56,-2325.86
0.643389,-21.24,-481.78,-2346.57
0.665622,7.28,-490.50,-2362.56
0.688086,-1.75,-482.40,-2382.68
0.712111,13.59,-486.42,-2406.11
0.735462,34.36,-492.49,-2417.40
0.759738,21.80,-481.84,-2433.73
0.784741,21.84,-473.57,-2447.98
0.807903,15.83,-467.35,-2445.65
0.829921,19.23,-465.74,-2435.94
0.853954,27.28,-466.09,-2439.89
0.876065,92.40,-506.14,-2419.03
0.907742,67.87,-505.71,-2470.86
0.932854,28.83,-492.27,-2461.64
0.955864,1.53,-482.47,-2438.37
0.977853,2.90,-478.92,-2412.42
0.999801,10.72,-478.55,-2393.55
1.023213,4.38,-467.93,-2389.61
1.046857,7.43,-464.46,-2386.07
1.070550,11.92,-459.99,-2381.16
1.098665,12.41,-451.72,-2405.32
1.124906,-78.08,-421.42,-2418.06
1.155278,-54.40,-437.44,-2437.81
1.179097,-30.33,-445.96,-2404.87
1.203020,1.68,-453.52,-2379.27
1.228291,2.97,-447.30,-2371.51
1.253942,12.04,-442.03,-2365.43
1.278245,83.83,-467.11,-2342.30
1.307773,66.18,-467.52,-2365.25
1.331928,36.15,-458.24,-2346.36
1.356289,30.45,-452.77,-2331.96
1.380966,5.07,-439.71,-2327.12
1.406686,-14.06,-430.13,-2331.25
1.432146,-18.69,-420.95,-2331.75
1.456270,-26.81,-411.41,-2325.49
1.480612,-21.36,-404.67,-2323.21
1.504807,42.34,-424.27,-2312.96
1.530515,34.01,-428.38,-2322.40
1.554568,20.84,-426.54,-2319.65
1.578014,0.85,-423.06,-2315.55
1.602107,5.62,-423.20,-2316.07
1.626585,17.87,-423.15,-2318.22
1.651645,17.98,-419.53,-2324.67
1.675848,81.88,-436.05,-2315.03
1.706963,53.70,-432.86,-2360.79
1.730267,42.55,-428.40,-2338.05
1.755329,23.25,-419.36,-2335.69
1.780541,18.73,-410.62,-2334.06
1.804524,9.59,-400.47,-2326.19
1.827970,5.46,-391.92,-2317.86
1.853300,-7.34,-381.89,-2325.92
1.877921,3.72,-375.62,-2324.88
1.904814,60.82,-385.93,-2331.90
1.930070,43.17,-391.43,-2332.14
1.954260,23.97,-391.09,-2326.33
1.976836,-1.45,-389.84,-2315.26
2.000058,-19.11,-384.41,-2314.09
2.022464,-20.52,-380.20,-2308.53
2.045097,-20.74,-376.63,-2307.94
2.067543,-20.56,-372.69,-2308.06
2.090128,-11.51,-370.29,-2309.95
2.113080,-8.81,-367.77,-2315.89
2.137726,-11.50,-363.81,-2332.97
2.162673,-7.48,-357.79,-2346.78
2.186053,43.76,-367.30,-2338.82
2.217990,19.82,-367.62,-2392.93
2.241129,-2.64,-364.67,-2371.58
2.265962,-5.34,-359.59,-2365.18
2.290612,-9.17,-352.74,-2359.14
2.317031,-7.34,-344.99,-2364.55
2.344906,-4.00,-335.58,-2374.18
2.370323,31.17,-338.42,-2358.37
2.398157,13.74,-339.02,-2365.95
2.421044,-3.94,-336.50,-2339.31
2.445099,-8.47,-334.99,-2328.39
2.468810,-4.36,-330.13,-2318.09
2.493002,0.11,-325.43,-2314.31
2.518436,-0.42,-321.84,-2321.52
2.541643,-13.75,-316.27,-2314.30
2.564171,-6.96,-313.39,-2303.73
2.588604,43.30,-320.31,-2304.62
2.617890,25.20,-327.34,-2342.83
2.642203,19.19,-327.87,-2335.03
2.665942,9.46,-325.85,-2327.66
2.689374,14.83,-324.55,-2319.20
2.711945,11.10,-321.19,-2309.60
2.734837,5.42,-318.37,-2307.03
2.757233,6.37,-313.43,-2302.88
2.781720,6.51,-308.05,-2315.76
2.804984,-1.73,-303.33,-2318.55
2.828328,-13.37,-300.61,-2324.30
2.850641,-3.66,-297.94,-2319.99
2.873952,45.44,-301.92,-2320.08
2.905659,27.00,-305.50,-2380.25
2.928142,25.47,-308.36,-2357.82
2.951839,18.49,-311.15,-2350.71
2.975838,11.79,-310.61,-2348.33
2.998698,15.98,-309.52,-2339.67
3.021238,10.46,-311.48,-2333.07
3.043021,-7.62,-310.13,-2326.07
3.069851,-11.43,-305.84,-2352.77
3.091999,-14.70,-302.47,-2340.91
3.114146,-1.30,-297.32,-2331.00
3.137172,-24.37,-297.64,-2335.59
3.159669,-6.88,-294.63,-2331.87
3.182238,-6.43,-294.70,-2331.77
3.205482,-7.91,-292.90,-2337.28
3.229070,-16.34,-293.54,-2345.14
3.256115,-33.05,-292.70,-2373.58
3.282968,27.71,-289.55,-2380.56
3.306264,11.49,-301.24,-2367.81
3.329950,7.76,-307.95,-2360.67
3.352332,3.43,-313.06,-2347.89
3.379290,-8.47,-312.48,-2370.03
3.403140,-9.80,-311.78,-2363.29
3.426752,-14.63,-311.63,-2357.94
3.449473,-8.74,-305.69,-2347.85
3.473522,1.66,-302.27,-2349.17
3.496574,10.67,-298.23,-2342.98
3.519167,-0.00,-297.57,-2338.12
3.542672,0.53,-293.81,-2341.07
3.564791,40.10,-295.12,-2328.09
3.593455,27.97,-304.75,-2366.02
3.616503,0.31,-314.50,-2356.85
3.649529,1.08,-312.05,-2409.11
3.673067,-21.46,-313.09,-2383.67
3.695211,-61.27,-324.06,-2362.19
3.726813,-61.66,-330.66,-2401.79
3.752696,-25.74,-327.22,-2384.03
3.776811,-4.66,-323.01,-2357.86
3.799662,17.44,-319.17,-2329.93
3.822412,53.80,-312.33,-2307.91
3.845182,46.26,-312.35,-2298.00
3.867722,56.96,-310.87,-2286.14
3.890867,64.48,-310.72,-2283.05
3.913371,43.94,-316.24,-2281.78
3.935755,31.70,-318.18,-2282.76
3.957604,25.21,-317.87,-2281.00
3.980299,13.63,-318.86,-2288.09
4.004208,9.00,-316.54,-2303.02
4.028232,13.15,-313.15,-2313.37
4.054249,0.21,-312.74,-2338.24
4.079374,54.21,-305.36,-2340.28
4.106666,30.80,-320.43,-2363.00
4.136952,4.15,-324.46,-2395.94
4.161448,-5.15,-323.90,-2375.84
4.185516,-0.99,-321.44,-2358.34
4.207512,-61.30,-341.98,-2342.88
4.239049,-40.10,-346.28,-2384.44
4.265459,-21.40,-342.39,-2375.81
4.289002,-2.97,-335.90,-2350.34
4.313427,8.13,-331.16,-2337.15
4.336140,11.80,-327.33,-2317.97
4.359594,4.59,-331.81,-2312.94
4.383373,-6.33,-331.55,-2313.09
4.406604,14.14,-324.77,-2306.27
4.430086,29.11,-320.99,-2305.97
4.453336,23.82,-321.83,-2308.36
4.475795,72.03,-318.13,-2298.90
4.506051,35.03,-337.05,-2352.56
4.528484,20.48,-346.54,-2335.12
4.553790,12.87,-347.76,-2341.88
4.578206,1.93,-347.78,-2340.66
4.601042,-4.41,-345.81,-2329.89
4.624395,-11.24,-344.63,-2326.37
4.647033,-21.48,-346.20,-2319.98
4.669358,-25.74,-347.05,-2316.21
4.691866,-19.64,-344.11,-2314.55
4.714423,-0.97,-341.34,-2312.88
4.737059,2.90,-341.25,-2315.12
4.760642,0.01,-342.50,-2325.23
4.783391,-5.83,-344.10,-2328.62
4.806354,13.93,-339.49,-2329.77
4.829980,12.68,-337.30,-2338.01
4.853377,20.76,-331.75,-2340.82
