time_s,vx,vy,vz
0.000000,0.00,0.00,0.00
0.028735,163.51,-332.89,-184.23
0.050133,250.28,-597.64,-250.93
0.073064,-98.77,-496.06,-423.67
0.097053,230.47,-839.77,-465.33
0.130754,186.89,-764.66,-638.89
0.153777,145.63,-715.25,-749.60
0.176347,-45.41,-612.36,-915.56
0.204592,-128.81,-544.91,-1091.69
0.226381,-146.55,-531.81,-1193.27
0.251729,-166.07,-512.05,-1326.32
0.273268,-93.50,-567.46,-1399.63
0.301130,-38.16,-595.97,-1521.35
0.323522,-10.11,-609.67,-1600.37
0.349224,13.69,-614.79,-1702.92
0.378990,28.32,-603.83,-1829.09
0.400510,-44.96,-566.37,-1901.83
0.425895,-89.26,-537.45,-2001.22
0.446582,-123.44,-520.68,-2058.54
0.467290,-132.80,-515.70,-2113.65
0.491210,-135.42,-512.31,-2191.10
0.511556,-129.88,-513.57,-2232.20
0.540807,-114.41,-510.30,-2331.82
0.564661,-31.17,-555.86,-2359.57
0.592691,17.16,-574.36,-2411.30
0.614194,47.74,-585.69,-2406.08
0.639145,68.86,-589.54,-2427.68
0.661877,80.49,-589.76,-2427.99
0.683607,86.06,-588.87,-2423.51
0.707496,82.08,-581.33,-2434.79
0.730886,67.46,-568.70,-2440.84
0.752818,2.02,-547.61,-2444.41
0.782190,-51.26,-522.36,-2494.64
0.804465,-77.62,-507.40,-2480.54
0.829077,-90.34,-496.71,-2484.98
0.851336,-91.06,-495.17,-2468.12
0.874471,-102.12,-487.77,-2463.22
0.896173,-43.78,-518.87,-2435.87
0.930982,12.29,-531.89,-2492.30
0.957818,49.50,-533.45,-2469.63
0.982059,3.49,-523.09,-2443.73
1.009126,-33.05,-511.05,-2439.79
1.031484,-55.59,-499.82,-2404.25
1.055724,-71.20,-490.44,-2390.33
1.078941,-17.40,-514.45,-2361.51
1.102580,25.93,-529.64,-2342.01
1.127747,48.25,-530.64,-2336.95
1.151279,0.53,-524.93,-2332.14
1.181108,-27.53,-513.13,-2369.97
1.201824,-39.39,-505.39,-2337.08
1.229332,-58.78,-492.39,-2361.57
1.251870,-63.26,-483.75,-2344.68
1.275705,-63.10,-473.46,-2343.09
1.297763,5.58,-490.98,-2317.68
1.328614,40.96,-492.67,-2354.39
1.351417,64.20,-498.59,-2323.19
1.372273,20.01,-505.54,-2301.06
1.402834,-15.31,-499.79,-2349.47
1.427772,-36.15,-492.14,-2345.43
1.451614,-40.61,-483.61,-2332.44
1.473207,5.43,-494.21,-2301.31
1.503199,38.83,-491.11,-2331.29
1.525310,64.06,-490.01,-2298.33
1.550418,65.24,-481.55,-2299.49
1.574383,64.99,-475.93,-2290.41
1.626764,-27.29,-462.68,-2458.43
1.648737,-73.73,-455.95,-2371.20
1.670912,-98.75,-452.58,-2315.00
1.693246,-105.65,-449.95,-2278.34
1.715095,-100.03,-450.13,-2252.10
1.742374,-86.49,-445.81,-2269.71
1.764053,-25.45,-456.88,-2236.43
1.789927,16.15,-459.43,-2242.44
1.811583,47.42,-461.67,-2219.58
1.840116,61.67,-457.19,-2250.93
1.861781,68.58,-454.19,-2230.41
1.883315,63.35,-453.13,-2221.29
1.904683,61.02,-454.29,-2216.12
1.926978,59.92,-452.55,-2224.01
1.954379,-4.60,-455.05,-2276.57
1.982411,-47.83,-449.74,-2317.22
2.004660,-59.51,-448.19,-2303.92
2.032223,-68.53,-443.08,-2332.21
2.054304,-86.08,-443.75,-2321.10
2.076834,-94.92,-442.41,-2320.60
2.098926,-50.86,-449.70,-2312.05
2.129982,-7.57,-444.50,-2362.63
2.152585,23.19,-439.25,-2340.48
2.174695,2.70,-448.83,-2328.57
2.205333,-24.55,-449.15,-2377.81
2.227265,-44.72,-447.37,-2354.10
2.252929,-58.91,-442.91,-2361.32
2.274470,-18.28,-446.13,-2330.10
2.303290,23.30,-439.16,-2352.98
2.325374,43.77,-438.73,-2324.84
2.350821,56.93,-434.65,-2327.78
2.373220,57.77,-432.40,-2310.48
2.394934,49.84,-432.79,-2296.87
2.416709,50.67,-430.37,-2287.22
2.438805,42.76,-431.67,-2286.39
2.461307,-3.90,-449.83,-2298.75
2.495202,-45.69,-452.61,-2383.05
2.517358,-73.36,-455.80,-2363.02
2.540390,-94.35,-457.94,-2355.86
2.561767,-41.95,-458.11,-2329.93
2.590856,-15.53,-451.58,-2362.45
2.612170,16.72,-446.82,-2329.45
2.639254,34.04,-439.56,-2342.40
2.660800,42.58,-434.19,-2315.65
2.683412,42.46,-428.69,-2306.36
2.706813,37.28,-425.59,-2306.19
2.729258,29.00,-423.58,-2299.24
