time_s,kf_x,kf_y,kf_z
0.000000,-80.94,2633.31,-755.60
0.030897,6.96,2492.41,-781.71
0.053832,26.42,2385.69,-843.88
0.123918,26.42,2385.69,-843.88
0.145714,26.42,2385.69,-843.88
0.169928,26.42,2385.69,-843.88
0.192381,319.90,1737.60,-875.60
0.213438,331.09,1681.81,-854.80
0.234661,339.16,1625.91,-811.74
0.256075,348.82,1563.84,-761.84
0.281570,362.98,1500.76,-712.63
0.303972,253.60,1428.57,-686.60
0.333287,218.66,1351.22,-657.78
0.355561,209.35,1291.73,-640.38
0.381771,201.72,1224.50,-626.90
0.403916,201.27,1165.86,-619.88
0.429368,206.91,1102.01,-617.96
0.455530,212.55,1038.64,-622.52
0.480255,271.44,984.63,-627.69
0.504601,320.10,932.80,-639.09
0.530615,316.48,853.47,-667.66
0.563114,313.06,767.40,-710.56
0.587663,314.09,707.63,-747.19
0.610108,356.65,667.80,-782.04
0.636746,392.24,620.49,-829.23
0.682109,430.37,534.39,-927.51
0.702299,418.91,471.08,-994.00
0.732970,410.28,393.06,-1088.11
