time_s,raw_x,raw_y,raw_z
0.000000,-81.73,2407.51,-1037.37
0.021620,-64.22,2275.29,-1147.00
0.093083,228.79,1894.93,-813.90
0.121613,246.04,1822.60,-749.74
0.144555,265.96,1748.74,-687.40
0.171789,267.70,1686.24,-640.90
0.193837,272.14,1618.90,-594.45
0.215659,288.73,1551.38,-554.94
0.237066,113.99,1461.14,-519.04
0.268613,139.89,1388.01,-490.70
0.290176,146.06,1318.74,-467.02
0.311719,151.55,1247.10,-450.61
0.333197,146.48,1175.12,-439.94
0.354851,178.17,1107.51,-433.59
0.381260,190.92,1039.01,-433.33
0.403402,178.00,967.33,-438.90
0.425021,375.31,930.39,-451.32
0.456734,385.82,875.26,-468.07
0.478420,386.64,813.98,-491.02
0.500038,392.55,759.50,-516.27
0.522171,413.58,712.15,-544.72
0.543810,402.89,649.40,-583.16
0.571937,409.75,597.45,-622.37
0.595257,415.10,545.34,-668.02
